@CLASSIFICATION,@FREQ,@GLOBAL_DSD_TIME_SERIES_CODE,@INDICATOR_CODE,@REF_AREA,@REF_SECTOR,@TIME_FORMAT,@UNIT_MEASURE,@UNIT_MULT,db_key,value_1990,value_1991,value_1992,value_1993,value_1994,value_1995,value_1996,value_1997,value_1998,value_1999,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017
W0_S1_G1,A,A|AL|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,AL,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,18.0414037304153,11.3291054870973,13.8457643024952,22.2821419928449,,,,,,,,,,,,,20.0069116005725,19.3018719134649,18.4318065367191,20.2919085526279,20.7671073434966,20.0639423836971,
W0_S1_G1,A,A|NO|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,NO,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,37.7681167151202,36.9869394130014,34.9952588449292,33.5844442184291,33.8167029444643,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G1,A,A|CD|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,CD,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,300.695526695527,534.81331987891,541.656596347064,517.235193111048,6.0498628546259,5.00926211793764,5.86382762852894,10.5539284356806,15.4615013005931,19.3689480655105,20.6198384083045,20.0918010264369,16.969781582252,18.0317630408028,18.1090385161125,16.4059919659587,17.7917261936258,,,,,,,
W0_S1_G1,A,,,NE,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G1,A,A|BF|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,BF,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,15.5866120915498,17.812652558172,18.3214633116356,17.2857575266601,18.6677144602133,20.2399297021859,16.8289751608404,19.5231988669749,19.7910094725884,20.6961138046156,22.3891331721099,24.4501440352531,21.7074292678873,19.3769302124385,19.6294799244513,
W0_S1_G1,A,A|BA|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,BA,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,23.9562657328075,22.8445369491468,23.596690446853,25.4132204925708,25.4786424446781,23.5906272539969,22.2315141845703,22.6474998975443,22.5676431906496,22.9606613567449,22.168875498465,23.6917011614528,22.2932825108156,24.997820970942,
W0_S1_G1,A,A|MS|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,MS,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,75.3194558944765,81.5398886827458,101.340427708043,116.104321585508,104.794497647849,65.1689163382843,70.4199935409789,76.5381943968765,76.6475256468159,87.4569954485941,80.9159654390179,78.004849700564,81.7041631529632,94.6495258885746,88.2160558915047,,,
W0_S1_G1,A,A|US|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,US,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,11.6815994447766,12.2457706043845,11.216643983301,11.6144038844549,11.71058077448,12.1947273308499,12.4077566225421,12.8945434903192,13.2991533861802,13.2117746005046,13.9941175040716,12.6330927124105,10.5845534398692,10.0754473564756,10.1791171840154,11.3378876864446,12.0443709899754,12.1151777311541,11.1581997577891,9.14008000013871,10.0128304509369,10.9099315791254,11.0441002151004,12.4411347092832,12.5058814753609,12.5717273615258,12.0947571606141,
W0_S1_G1,A,A|PL|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,PL,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,26.147544673031,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G1,A,A|IL|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,IL,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,38.8227480787323,28.7681365861473,37.5968982229343,36.6191255935301,35.5599865470281,34.1625739664553,35.1032910671036,34.6375830107244,34.0614385580385,33.238238743762,34.0283305308557,33.5386810344294,33.0132876808308,31.5536856289681,30.5752988502892,30.8262150437334,31.888054887747,31.0581933502749,28.580714139661,25.9992267950176,26.7579442298109,26.9184305884224,26.3182679627613,26.8488070203412,27.2255892755187,27.3615119491482,27.2173275670768,
W0_S1_G1,A,,,VE,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G1,A,A|VU|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,VU,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,24.5100241170523,,,,,22.0296305586784,21.7530819677092,19.6321106219748,19.9569468113732,19.4287861706126,,,,,,,,,,25.9532840886404,24.613243804391,24.6174142480211,21.8030970102879,21.4331550835719,23.7973887926785,31.6102339880853,30.4801049372678,
W0_S1_G1,A,A|BH|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,BH,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,26.8526130358191,26.8767644178141,26.0202653529642,26.4043449799525,22.3177605808732,22.7289260707466,24.8267445408186,27.1017467431827,20.7173884994194,24.6337279604061,29.4425517262647,27.5521507827677,26.8631474090924,26.1711133440105,25.970465668328,27.8369893811742,26.4385701931235,24.9275187675745,27.6980450452595,19.8031924971306,22.5028649877259,25.8149516636825,,23.7802659767978,,,,
W0_S1_G1,A,A|UZ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,UZ,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,,,,12.5238804820069,13.0373954124958,13.0243406285073,13.1867572491087,12.8432760761441,12.3613490830006,
W0_S1_G1,A,A|SG|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,SG,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,24.8413994011968,24.8545325629383,26.0937728040978,28.1468932895871,25.4241349138597,24.9022077410209,27.3289128981022,26.2137456420808,26.2659796444932,26.9189927651233,25.1571108906612,23.8826159984648,20.7890547221374,18.9673352828887,18.449597541988,17.7287173345153,17.7047714352631,18.8044378281569,20.0602690487991,16.701684425673,16.5810018640587,16.8626478080133,17.4149525453287,17.1056524739282,17.9211710044649,18.1926534060808,19.1363673305264,
W0_S1_G1,A,A|RS|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,RS,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,24.3938342948918,23.7905208243652,22.7290447869297,23.160685433297,21.8048428507504,21.7952178257915,,,,,
W0_S1_G1,A,,,TJ,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G1,A,A|DM|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,DM,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,26.4341957255343,24.6324561214136,22.6918774265722,25.1362073525522,29.4995454006404,26.3160525921112,30.9852335996127,31.9214188833119,32.8385313857086,30.5680097390065,29.3585874318172,28.3369913902364,25.9419801395985,27.4803505665976,28.5704889972183,,,
W0_S1_G1,A,A|BO|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,BO,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,12.1575044341058,13.7893701665712,14.5530074808467,18.3613624512899,16.1338285111876,15.2687728486536,16.411695824174,16.0198874921858,15.9381233010408,16.6221674097461,16.0083600716968,15.8364161759344,18.6028047838631,18.417607732035,20.4862793020994,21.8910653910017,34.6341143908182,21.6963044405938,,,,,,,,,,
W0_S1_G1,A,A|AM|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,AM,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,17.9753534155541,15.364982073937,16.1569310244427,16.0187100972227,18.0649997311801,22.0096675381778,21.9628169461089,22.5547314626926,23.3156081232827,22.1774700597838,,23.7078345161231,23.1528588226241,23.0698982828899,
W0_S1_G1,A,A|TZ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,TZ,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,,18.6564191765461,16.0563725244978,14.9599793911771,14.8465692463169,16.1017702115938,14.5285575222756,14.7697016151559,13.4182001453892,
W0_S1_G1,A,A|UY|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,UY,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,14.3130048310301,14.6812443048003,15.5437565461017,15.3513961322999,15.4990297319889,15.6239916765959,15.9440789352897,16.8470707963544,17.0106781769954,16.6185501310986,16.9623811844815,17.5560215705718,18.2510143267082,18.9882571334133,19.4780466135838,19.3740632560371,20.2104170899738,19.591012463625,19.3618650939389,,,,,,,,,
W0_S1_G1,A,A|LT|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,LT,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,,,21.571925890977,20.4203857235588,20.5049404379137,19.9590519312652,19.8390927274173,20.646875878973,20.3153731876368,
W0_S1_G1,A,A|GQ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,GQ,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,39.8875950722638,36.848916037933,34.5064459306067,33.3725624545602,26.6458526716015,28.3073559506748,27.9489643145056,25.0110410233655,24.5158126321162,28.9428449257378,,
W0_S1_G1,A,A|SE|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,SE,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,31.2999840909076,29.6566608678095,29.1559649604782,24.722008211092,23.7733406786045,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G1,A,A|IS|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,IS,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,27.1584465403233,26.2294014854437,27.042137178413,26.3430886859371,26.2747543860676,26.7223098781813,27.3549222518599,25.9254397528398,30.8337112664337,33.1012918444772,32.3562147912857,30.3814747341324,29.9760775407202,30.9103964378879,31.9019033540259,34.5846777550533,34.5156034493944,33.3262863162841,30.7394858314463,28.0824034553874,29.0565979952293,29.1376128405499,30.5669146142899,31.1057495550543,34.2047543056833,31.2714797029334,47.4392301338987,
W0_S1_G1,A,A|KG|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,KG,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,15.5391996682398,15.5717518636848,17.0051594601458,15.6996149457462,15.9755195416758,18.1320835308092,16.4206056129985,15.093355202661,16.8943455422267,,,,,16.7696900090597,23.0236806516244,21.9677762712117,23.8572756878069,22.6089827394288,24.1343226018055,24.9615919410264,25.124926399148,26.2697400010981,26.4559591943495,25.2761079359008,
W0_S1_G1,A,A|PH|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,PH,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,14.8065107760264,15.6654405968448,16.0829349372906,15.8376228629634,16.3271116229228,16.0245470009054,16.8214352797637,17.1983386884237,15.6056599120092,14.6205351550112,14.4782007687672,14.7295001077552,13.8218262960885,14.1102825463702,13.8458931618588,14.3648461471782,15.5543537501901,15.1970022162712,15.1898418755087,13.9929099162732,13.4165789353977,14.0035386939521,14.4570129402009,14.8493503826764,15.0915846704079,15.3636740655211,15.1632377032984,
W0_S1_G1,A,A|GT|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GR_G14_GDP_PT,GT,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,8.74903796994354,9.78371117418141,11.4965589644742,9.75994532704763,8.44134075836605,9.25935391495895,9.81346409178405,9.91676333485206,10.6546872093909,11.6218424778733,11.6573602371565,12.3768879539033,12.7475219498507,12.464858044599,12.2816267590842,11.921585334739,12.6622841233383,12.8061965158924,11.9809782287243,11.0298016437529,11.1961617696718,11.5534490120764,11.5729895770123,11.5806146544876,11.4725617808109,10.8314548731286,11.0032540874538,
