@CLASSIFICATION,@FREQ,@GLOBAL_DSD_TIME_SERIES_CODE,@INDICATOR_CODE,@REF_AREA,@REF_SECTOR,@TIME_FORMAT,@UNIT_MEASURE,@UNIT_MULT,db_key,value_1990,value_1991,value_1992,value_1993,value_1994,value_1995,value_1996,value_1997,value_1998,value_1999,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017
W0_S1_G13,A,A|NI|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,NI,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,0.899439786780982,5.48128700826268,2.05121063266003,3.54635647360862,2.38784891321315,3.8193917671918,3.1620803889908,1.98117822103099,1.37622455951121,3.3741482455212,2.89126990631033,2.39228707096405,2.0448779282146,2.58618797036738,2.5709739483237,2.57428837527417,3.10675794201586,2.85658568965291,2.17121672213338,1.82441311431813,1.51504569623538,1.4376956062407,1.22018096183627,0.982341437357658,0.987752642319772,0.951354074959218,1.11667021713336,
W0_S1_G13,A,A|CA|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,CA,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|NL|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,NL,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,0.0333098595089289,0.0381726794168302,0.0382103893978082,0.027856841872423,0.0397634258754063,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|HN|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,HN,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,0.947500941759361,0.837143785892296,1.15789393482574,1.48319339951912,1.59350285485291,2.08547512831681,1.82126761677337,1.36264309055552,1.07294159111572,0.960565769610224,0.783079943825268,0.804377900814357,0.910882772572077,,
W0_S1_G13,A,A|IS|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,IS,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,0,0,0,0.00599420437746459,0,0,0,0,0,0.00348098375829847,0.00362573332233765,0.172526332351136,0.150121979942912,0.174719652122156,0.181746609301422,0.15834727153091,0.174384059232197,0.134131317196482,0.152770345491532,0.501302347502457,0.510829548381138,0.55192727480286,0.604353119955963,0.554954733291668,0.517387127074447,0.486105905268856,0.490793179512803,
W0_S1_G13,A,A|TG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,TG,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,0.766705031193684,0,1.37814396681034,1.68558186572016,2.07087533920734,4.34437237392609,3.96164665929772,4.77334479145132,2.0355237319117,3.44392129304287,,2.32485753774741,2.87673420465317,
W0_S1_G13,A,A|PT|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,PT,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,0.469977762350443,0.331130967866371,0.49501109606792,0.337432388640533,0.213131995109702,,,,,,,,,,,,,,0.078945014496351,0.158309974112017,0.0728701264994051,0.0330698515324991,0.0486525968241903,0.07112908786258,0.0682480254681388,0.0666897673203372,0.0582392500663751,
W0_S1_G13,A,A|SE|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,SE,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|FM|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,FM,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,10.4889671944218,19.0296988009719,22.9043922775763,20.9576397617734,21.8920879526917,13.8578886594534,7.06322134173799,6.54140566907382,11.7593953816483,
W0_S1_G13,A,A|RS|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,RS,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,0.0316721538457358,0.0271358671742334,0.206787430396391,0.217472444503477,0.0569743211219091,0.0666322371703335,,,,,
W0_S1_G13,A,A|SG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,SG,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
W0_S1_G13,A,A|LA|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,LA,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,2.44307921929983,2.08647500983688,5.74546117437371,5.1538483965603,5.59325794712617,5.2336710094747,4.8405252868425,4.54023716662574,1.48988894409144,
W0_S1_G13,A,A|MZ|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,MZ,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,,,7.92206544483181,7.17819783778261,6.31054182306584,6.28313657550344,4.53317729061626,3.15667995004183,2.1531517432497,
W0_S1_G13,A,A|NG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,NG,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,
W0_S1_G13,A,A|UZ|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,UZ,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,,,,,,,,0.0237596335247303,0.00781923505583964,0.0160145035006146,0.0227717168327072,0.0146134703858166,0.0524690568322805,
W0_S1_G13,A,A|QA|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,QA,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,
W0_S1_G13,A,A|DO|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC_R_B1GQ|_T|_X,GRG_G14_GDP_PT,DO,S1311B,P1Y,XDC_R_B1GQ,0,GFSR,0.0646458849091188,0.131199924889864,0.158960703066783,0.243833674488466,0.163014093791555,0.0709405673097086,0.0903293215779108,0.0444423994758222,0.120320478018133,0.121077256647267,0.110906886270099,0.0974428939504211,0.10800913417798,0.147290518536242,0.366140032977103,0.302540494405914,0.294831746298235,0.402240699350565,0.175349969888433,0.201180426234,0.227044386084824,0.241598313476445,0.206369003903149,0.11874876862712,0.181698857624001,0.0874160433198133,0.0310355719812981,
