AIDTYPE,DATATYPE,DONOR,PART,POWERCODE,RECIPIENT,REFERENCEPERIOD,TIME_FORMAT,Time,UNIT,Value
201,A,20001,1,6,10100,,P1Y,2007,USD,615.68
201,A,20001,1,6,10100,,P1Y,2008,USD,444.45
201,A,20001,1,6,10100,,P1Y,2009,USD,636.78
201,A,20001,1,6,10100,,P1Y,2010,USD,510.87
201,A,20001,1,6,10100,,P1Y,2011,USD,839.06
201,A,20001,1,6,10100,,P1Y,2012,USD,536.79
201,A,20001,1,6,10100,,P1Y,2013,USD,963.8
201,A,20001,1,6,10100,,P1Y,2014,USD,283.82
201,A,20001,1,6,10100,,P1Y,2015,USD,318.22
201,A,20001,1,6,10100,,P1Y,2016,USD,211.67
201,A,20001,1,6,10010,,P1Y,2007,USD,11.95
201,A,20001,1,6,10010,,P1Y,2008,USD,8.87
201,A,20001,1,6,10010,,P1Y,2009,USD,12.3
201,A,20001,1,6,10010,,P1Y,2010,USD,12.7
201,A,20001,1,6,10010,,P1Y,2011,USD,7.39
201,A,20001,1,6,10010,,P1Y,2012,USD,9.57
201,A,20001,1,6,10010,,P1Y,2013,USD,9.91
201,A,20001,1,6,10010,,P1Y,2014,USD,2.28
201,A,20001,1,6,10010,,P1Y,2015,USD,1.17
201,A,20001,1,6,10010,,P1Y,2016,USD,2.28
201,A,20001,1,6,71,,P1Y,2015,USD,0.29
201,A,20001,1,6,71,,P1Y,2016,USD,0.01
201,A,20001,1,6,86,,P1Y,2007,USD,0.02
201,A,20001,1,6,86,,P1Y,2010,USD,0.05
201,A,20001,1,6,86,,P1Y,2011,USD,0.07
201,A,20001,1,6,64,,P1Y,2007,USD,0.01
201,A,20001,1,6,64,,P1Y,2008,USD,0.01
201,A,20001,1,6,64,,P1Y,2009,USD,0.01
201,A,20001,1,6,64,,P1Y,2010,USD,0.01
201,A,20001,1,6,64,,P1Y,2011,USD,0.01
201,A,20001,1,6,64,,P1Y,2013,USD,0.01
201,A,20001,1,6,64,,P1Y,2015,USD,0.05
201,A,20001,1,6,62,,P1Y,2007,USD,1.08
201,A,20001,1,6,62,,P1Y,2008,USD,0.71
201,A,20001,1,6,62,,P1Y,2009,USD,1.17
201,A,20001,1,6,62,,P1Y,2010,USD,1.37
201,A,20001,1,6,66,,P1Y,2007,USD,0.01
201,A,20001,1,6,66,,P1Y,2008,USD,0.01
201,A,20001,1,6,66,,P1Y,2009,USD,0.01
201,A,20001,1,6,66,,P1Y,2010,USD,0.01
201,A,20001,1,6,66,,P1Y,2011,USD,0.01
201,A,20001,1,6,66,,P1Y,2012,USD,0.01
201,A,20001,1,6,66,,P1Y,2015,USD,0.01
201,A,20001,1,6,57,,P1Y,2015,USD,0.27
201,A,20001,1,6,93,,P1Y,2015,USD,0.06
201,A,20001,1,6,65,,P1Y,2010,USD,0.01
201,A,20001,1,6,65,,P1Y,2013,USD,0.21
201,A,20001,1,6,63,,P1Y,2007,USD,1.7
201,A,20001,1,6,63,,P1Y,2008,USD,1.3
201,A,20001,1,6,63,,P1Y,2009,USD,1.6
201,A,20001,1,6,63,,P1Y,2010,USD,1.82
201,A,20001,1,6,63,,P1Y,2011,USD,0.83
201,A,20001,1,6,63,,P1Y,2012,USD,1.63
201,A,20001,1,6,63,,P1Y,2013,USD,1.3
201,A,20001,1,6,63,,P1Y,2014,USD,1.23
201,A,20001,1,6,63,,P1Y,2015,USD,0.23
201,A,20001,1,6,63,,P1Y,2016,USD,0.41
201,A,20001,1,6,88,,P1Y,2007,USD,4.03
201,A,20001,1,6,88,,P1Y,2008,USD,3.68
201,A,20001,1,6,88,,P1Y,2009,USD,5.62
201,A,20001,1,6,88,,P1Y,2010,USD,5.03
201,A,20001,1,6,88,,P1Y,2011,USD,3.07
201,A,20001,1,6,88,,P1Y,2012,USD,2.31
201,A,20001,1,6,88,,P1Y,2013,USD,2.47
201,A,20001,1,6,55,,P1Y,2007,USD,3.47
201,A,20001,1,6,55,,P1Y,2008,USD,2.22
201,A,20001,1,6,55,,P1Y,2009,USD,3.06
201,A,20001,1,6,55,,P1Y,2010,USD,3.89
201,A,20001,1,6,55,,P1Y,2011,USD,3.12
201,A,20001,1,6,55,,P1Y,2012,USD,4.31
201,A,20001,1,6,55,,P1Y,2013,USD,3.75
201,A,20001,1,6,55,,P1Y,2014,USD,1.04
201,A,20001,1,6,55,,P1Y,2015,USD,0.18
201,A,20001,1,6,55,,P1Y,2016,USD,0.76
201,A,20001,1,6,85,,P1Y,2007,USD,0.01
201,A,20001,1,6,85,,P1Y,2013,USD,0.01
201,A,20001,1,6,85,,P1Y,2015,USD,0.07
201,A,20001,1,6,89,,P1Y,2007,USD,1.62
201,A,20001,1,6,89,,P1Y,2008,USD,0.94
201,A,20001,1,6,89,,P1Y,2009,USD,0.83
201,A,20001,1,6,89,,P1Y,2010,USD,0.51
201,A,20001,1,6,89,,P1Y,2011,USD,0.28
201,A,20001,1,6,89,,P1Y,2012,USD,1.31
201,A,20001,1,6,89,,P1Y,2013,USD,2.17
201,A,20001,1,6,89,,P1Y,2014,USD,0.01
201,A,20001,1,6,89,,P1Y,2015,USD,0
201,A,20001,1,6,89,,P1Y,2016,USD,1.1
201,A,20001,1,6,10001,,P1Y,2007,USD,252.58
201,A,20001,1,6,10001,,P1Y,2008,USD,245.16
201,A,20001,1,6,10001,,P1Y,2009,USD,277.38
201,A,20001,1,6,10001,,P1Y,2010,USD,189.48
201,A,20001,1,6,10001,,P1Y,2011,USD,377.22
201,A,20001,1,6,10001,,P1Y,2012,USD,91.27
201,A,20001,1,6,10001,,P1Y,2013,USD,90.89
201,A,20001,1,6,10001,,P1Y,2014,USD,38.26
201,A,20001,1,6,10001,,P1Y,2015,USD,2.75
201,A,20001,1,6,10001,,P1Y,2016,USD,16.34
201,A,20001,1,6,10002,,P1Y,2007,USD,235.8
201,A,20001,1,6,10002,,P1Y,2008,USD,236.38
201,A,20001,1,6,10002,,P1Y,2009,USD,235.75
201,A,20001,1,6,10002,,P1Y,2010,USD,175.7
201,A,20001,1,6,10002,,P1Y,2011,USD,125.41
201,A,20001,1,6,10002,,P1Y,2012,USD,75.89
201,A,20001,1,6,10002,,P1Y,2013,USD,43.1
201,A,20001,1,6,10002,,P1Y,2014,USD,30.89
201,A,20001,1,6,10002,,P1Y,2015,USD,0.02
201,A,20001,1,6,10002,,P1Y,2016,USD,0.99
201,A,20001,1,6,136,,P1Y,2011,USD,0.01
201,A,20001,1,6,136,,P1Y,2012,USD,0.03
201,A,20001,1,6,136,,P1Y,2013,USD,0.39
201,A,20001,1,6,136,,P1Y,2014,USD,0.88
201,A,20001,1,6,136,,P1Y,2016,USD,0.49
201,A,20001,1,6,139,,P1Y,2013,USD,0.11
201,A,20001,1,6,139,,P1Y,2015,USD,0.02
201,A,20001,1,6,139,,P1Y,2016,USD,0.02
201,A,20001,1,6,10003,,P1Y,2007,USD,16.78
201,A,20001,1,6,10003,,P1Y,2008,USD,8.78
201,A,20001,1,6,10003,,P1Y,2009,USD,41.63
201,A,20001,1,6,10003,,P1Y,2010,USD,13.78
201,A,20001,1,6,10003,,P1Y,2011,USD,251.6
201,A,20001,1,6,10003,,P1Y,2012,USD,15.38
201,A,20001,1,6,10003,,P1Y,2013,USD,40.62
201,A,20001,1,6,10003,,P1Y,2014,USD,5.3
201,A,20001,1,6,10003,,P1Y,2015,USD,2.73
201,A,20001,1,6,10003,,P1Y,2016,USD,15.34
201,A,20001,1,6,225,,P1Y,2007,USD,0.01
201,A,20001,1,6,225,,P1Y,2013,USD,0.01
201,A,20001,1,6,225,,P1Y,2015,USD,0.07
201,A,20001,1,6,236,,P1Y,2015,USD,0.02
201,A,20001,1,6,229,,P1Y,2007,USD,4.98
201,A,20001,1,6,229,,P1Y,2013,USD,0.01
201,A,20001,1,6,229,,P1Y,2016,USD,0
201,A,20001,1,6,234,,P1Y,2013,USD,0.06
201,A,20001,1,6,235,,P1Y,2011,USD,240.75
201,A,20001,1,6,235,,P1Y,2013,USD,0.05
201,A,20001,1,6,235,,P1Y,2014,USD,0.03
201,A,20001,1,6,235,,P1Y,2015,USD,0.04
201,A,20001,1,6,245,,P1Y,2013,USD,0.02
201,A,20001,1,6,245,,P1Y,2014,USD,0.02
201,A,20001,1,6,241,,P1Y,2007,USD,0.67
201,A,20001,1,6,241,,P1Y,2008,USD,0.43
201,A,20001,1,6,241,,P1Y,2009,USD,0.76
201,A,20001,1,6,241,,P1Y,2010,USD,1.13
201,A,20001,1,6,241,,P1Y,2011,USD,0.55
201,A,20001,1,6,241,,P1Y,2012,USD,1.12
201,A,20001,1,6,241,,P1Y,2013,USD,4.95
201,A,20001,1,6,241,,P1Y,2015,USD,0.15
201,A,20001,1,6,241,,P1Y,2016,USD,0
201,A,20001,1,6,251,,P1Y,2009,USD,31.15
201,A,20001,1,6,251,,P1Y,2015,USD,0.53
201,A,20001,1,6,259,,P1Y,2010,USD,0.01
201,A,20001,1,6,259,,P1Y,2011,USD,0.01
201,A,20001,1,6,259,,P1Y,2012,USD,0.01
201,A,20001,1,6,259,,P1Y,2013,USD,0.02
201,A,20001,1,6,259,,P1Y,2015,USD,-0.03
201,A,20001,1,6,275,,P1Y,2012,USD,0.01
201,A,20001,1,6,275,,P1Y,2013,USD,0.01
201,A,20001,1,6,260,,P1Y,2013,USD,0.04
201,A,20001,1,6,260,,P1Y,2015,USD,0.04
201,A,20001,1,6,260,,P1Y,2016,USD,0.03
201,A,20001,1,6,266,,P1Y,2007,USD,2.51
201,A,20001,1,6,266,,P1Y,2008,USD,2.02
201,A,20001,1,6,266,,P1Y,2013,USD,1.17
201,A,20001,1,6,269,,P1Y,2013,USD,0.1
201,A,20001,1,6,269,,P1Y,2014,USD,0.01
201,A,20001,1,6,269,,P1Y,2015,USD,0.1
201,A,20001,1,6,269,,P1Y,2016,USD,3.52
201,A,20001,1,6,272,,P1Y,2016,USD,0.02
201,A,20001,1,6,218,,P1Y,2007,USD,3.1
201,A,20001,1,6,218,,P1Y,2008,USD,1.91
201,A,20001,1,6,218,,P1Y,2009,USD,3.42
201,A,20001,1,6,218,,P1Y,2010,USD,4.68
201,A,20001,1,6,218,,P1Y,2011,USD,4.5
201,A,20001,1,6,218,,P1Y,2012,USD,4.66
201,A,20001,1,6,218,,P1Y,2013,USD,4.46
201,A,20001,1,6,218,,P1Y,2014,USD,2.29
201,A,20001,1,6,218,,P1Y,2015,USD,0.29
201,A,20001,1,6,218,,P1Y,2016,USD,0.42
201,A,20001,1,6,285,,P1Y,2011,USD,0.01
201,A,20001,1,6,285,,P1Y,2012,USD,0.01
201,A,20001,1,6,285,,P1Y,2013,USD,0.01
201,A,20001,1,6,285,,P1Y,2015,USD,0.04
201,A,20001,1,6,288,,P1Y,2011,USD,0.08
201,A,20001,1,6,288,,P1Y,2012,USD,0.06
201,A,20001,1,6,288,,P1Y,2013,USD,0.08
201,A,20001,1,6,288,,P1Y,2015,USD,0.22
201,A,20001,1,6,265,,P1Y,2007,USD,0.85
201,A,20001,1,6,265,,P1Y,2008,USD,0.76
201,A,20001,1,6,265,,P1Y,2009,USD,1.54
201,A,20001,1,6,265,,P1Y,2010,USD,1.85
201,A,20001,1,6,265,,P1Y,2011,USD,1.08
201,A,20001,1,6,265,,P1Y,2012,USD,1.44
201,A,20001,1,6,265,,P1Y,2013,USD,0.91
201,A,20001,1,6,265,,P1Y,2014,USD,0.09
201,A,20001,1,6,265,,P1Y,2016,USD,0.03
201,A,20001,1,6,289,,P1Y,2013,USD,0.01
201,A,20001,1,6,289,,P1Y,2014,USD,1.05
201,A,20001,1,6,289,,P1Y,2015,USD,0.65
201,A,20001,1,6,289,,P1Y,2016,USD,0
201,A,20001,1,6,298,,P1Y,2011,USD,0.21
201,A,20001,1,6,298,,P1Y,2013,USD,7.17
201,A,20001,1,6,298,,P1Y,2014,USD,2.08
201,A,20001,1,6,298,,P1Y,2016,USD,0.01
201,A,20001,1,6,338,,P1Y,2011,USD,0.02
201,A,20001,1,6,338,,P1Y,2016,USD,0.01
201,A,20001,1,6,347,,P1Y,2013,USD,0.33
201,A,20001,1,6,347,,P1Y,2014,USD,0.01
201,A,20001,1,6,347,,P1Y,2016,USD,0
201,A,20001,1,6,349,,P1Y,2007,USD,0.02
201,A,20001,1,6,349,,P1Y,2008,USD,0.02
201,A,20001,1,6,349,,P1Y,2009,USD,0.02
201,A,20001,1,6,349,,P1Y,2013,USD,0.01
201,A,20001,1,6,349,,P1Y,2014,USD,0
201,A,20001,1,6,349,,P1Y,2015,USD,0.62
201,A,20001,1,6,354,,P1Y,2012,USD,0.01
201,A,20001,1,6,354,,P1Y,2013,USD,0.81
201,A,20001,1,6,358,,P1Y,2007,USD,1.32
201,A,20001,1,6,358,,P1Y,2008,USD,1.01
201,A,20001,1,6,358,,P1Y,2009,USD,1.65
201,A,20001,1,6,358,,P1Y,2010,USD,1.82
201,A,20001,1,6,358,,P1Y,2011,USD,1.83
201,A,20001,1,6,358,,P1Y,2012,USD,1.87
201,A,20001,1,6,358,,P1Y,2013,USD,2.6
201,A,20001,1,6,358,,P1Y,2014,USD,0.14
201,A,20001,1,6,358,,P1Y,2015,USD,0.01
201,A,20001,1,6,358,,P1Y,2016,USD,0.03
201,A,20001,1,6,364,,P1Y,2014,USD,0.01
201,A,20001,1,6,364,,P1Y,2015,USD,0.31
201,A,20001,1,6,366,,P1Y,2011,USD,0.01
201,A,20001,1,6,366,,P1Y,2012,USD,0.01
201,A,20001,1,6,366,,P1Y,2013,USD,0.76
201,A,20001,1,6,375,,P1Y,2007,USD,0.71
201,A,20001,1,6,375,,P1Y,2008,USD,0.33
201,A,20001,1,6,375,,P1Y,2009,USD,0.93
201,A,20001,1,6,375,,P1Y,2010,USD,0.61
201,A,20001,1,6,380,,P1Y,2013,USD,0.65
201,A,20001,1,6,389,,P1Y,2007,USD,0.01
201,A,20001,1,6,389,,P1Y,2008,USD,0.07
201,A,20001,1,6,389,,P1Y,2013,USD,3.73
201,A,20001,1,6,389,,P1Y,2014,USD,0.02
201,A,20001,1,6,10006,,P1Y,2007,USD,4.6
201,A,20001,1,6,10006,,P1Y,2008,USD,3.52
201,A,20001,1,6,10006,,P1Y,2009,USD,6
201,A,20001,1,6,10006,,P1Y,2010,USD,7.39
201,A,20001,1,6,10006,,P1Y,2011,USD,13.11
201,A,20001,1,6,10006,,P1Y,2012,USD,14.93
201,A,20001,1,6,10006,,P1Y,2013,USD,14.69
201,A,20001,1,6,10006,,P1Y,2014,USD,2.19
201,A,20001,1,6,10006,,P1Y,2015,USD,0.97
201,A,20001,1,6,10006,,P1Y,2016,USD,1.48
201,A,20001,1,6,434,,P1Y,2007,USD,1.98
201,A,20001,1,6,434,,P1Y,2008,USD,1.44
201,A,20001,1,6,434,,P1Y,2009,USD,2.32
201,A,20001,1,6,434,,P1Y,2010,USD,2.35
201,A,20001,1,6,434,,P1Y,2011,USD,3.1
201,A,20001,1,6,434,,P1Y,2012,USD,4.41
201,A,20001,1,6,434,,P1Y,2013,USD,4.59
201,A,20001,1,6,434,,P1Y,2014,USD,1.19
201,A,20001,1,6,434,,P1Y,2015,USD,0.09
201,A,20001,1,6,434,,P1Y,2016,USD,0.08
201,A,20001,1,6,440,,P1Y,2008,USD,0.01
201,A,20001,1,6,440,,P1Y,2009,USD,0.01
201,A,20001,1,6,440,,P1Y,2010,USD,0.01
201,A,20001,1,6,440,,P1Y,2011,USD,0.01
201,A,20001,1,6,440,,P1Y,2012,USD,0.01
201,A,20001,1,6,440,,P1Y,2013,USD,0.01
201,A,20001,1,6,440,,P1Y,2016,USD,0.05
201,A,20001,1,6,446,,P1Y,2011,USD,0.01
201,A,20001,1,6,446,,P1Y,2012,USD,0.01
201,A,20001,1,6,446,,P1Y,2013,USD,0.01
201,A,20001,1,6,463,,P1Y,2013,USD,0.01
201,A,20001,1,6,463,,P1Y,2016,USD,0
201,A,20001,1,6,10007,,P1Y,2007,USD,90.3
201,A,20001,1,6,10007,,P1Y,2008,USD,116.71
201,A,20001,1,6,10007,,P1Y,2009,USD,116.51
201,A,20001,1,6,10007,,P1Y,2010,USD,162.32
201,A,20001,1,6,10007,,P1Y,2011,USD,147.93
201,A,20001,1,6,10007,,P1Y,2012,USD,185.41
201,A,20001,1,6,10007,,P1Y,2013,USD,189.34
201,A,20001,1,6,10007,,P1Y,2014,USD,86.25
201,A,20001,1,6,10007,,P1Y,2015,USD,203.95
201,A,20001,1,6,10007,,P1Y,2016,USD,224.63
201,A,20001,1,6,753,,P1Y,2007,USD,0.01
201,A,20001,1,6,753,,P1Y,2008,USD,0.01
201,A,20001,1,6,753,,P1Y,2009,USD,0.01
201,A,20001,1,6,753,,P1Y,2010,USD,0.01
201,A,20001,1,6,753,,P1Y,2011,USD,0.21
201,A,20001,1,6,753,,P1Y,2012,USD,0.29
201,A,20001,1,6,753,,P1Y,2013,USD,0.75
201,A,20001,1,6,753,,P1Y,2015,USD,0.26
201,A,20001,1,6,753,,P1Y,2016,USD,0.05
201,A,20001,1,6,765,,P1Y,2007,USD,0.94
201,A,20001,1,6,765,,P1Y,2008,USD,0.95
201,A,20001,1,6,765,,P1Y,2009,USD,1.79
201,A,20001,1,6,765,,P1Y,2010,USD,5.83
201,A,20001,1,6,765,,P1Y,2011,USD,1.86
201,A,20001,1,6,765,,P1Y,2012,USD,1.9
201,A,20001,1,6,765,,P1Y,2013,USD,1.58
201,A,20001,1,6,765,,P1Y,2014,USD,0.38
201,A,20001,1,6,765,,P1Y,2015,USD,3.08
201,A,20001,1,6,765,,P1Y,2016,USD,7.9
201,A,20001,1,6,625,,P1Y,2009,USD,3.85
201,A,20001,1,6,625,,P1Y,2010,USD,15.14
201,A,20001,1,6,625,,P1Y,2011,USD,16.23
201,A,20001,1,6,625,,P1Y,2012,USD,36.7
201,A,20001,1,6,625,,P1Y,2013,USD,10.06
201,A,20001,1,6,625,,P1Y,2014,USD,5.96
201,A,20001,1,6,625,,P1Y,2015,USD,125.41
201,A,20001,1,6,625,,P1Y,2016,USD,97.77
201,A,20001,1,6,610,,P1Y,2015,USD,0
201,A,20001,1,6,645,,P1Y,2007,USD,12.59
201,A,20001,1,6,645,,P1Y,2008,USD,5.34
201,A,20001,1,6,645,,P1Y,2009,USD,9.16
201,A,20001,1,6,645,,P1Y,2010,USD,11.38
201,A,20001,1,6,645,,P1Y,2011,USD,21.35
201,A,20001,1,6,645,,P1Y,2012,USD,21.02
201,A,20001,1,6,645,,P1Y,2013,USD,17.46
201,A,20001,1,6,645,,P1Y,2014,USD,4.48
201,A,20001,1,6,645,,P1Y,2015,USD,0.88
201,A,20001,1,6,645,,P1Y,2016,USD,4.37
201,A,20001,1,6,613,,P1Y,2007,USD,0.01
201,A,20001,1,6,613,,P1Y,2011,USD,0.01
201,A,20001,1,6,613,,P1Y,2012,USD,0.01
201,A,20001,1,6,613,,P1Y,2013,USD,0.01
201,A,20001,1,6,635,,P1Y,2007,USD,0.89
201,A,20001,1,6,635,,P1Y,2008,USD,0.71
201,A,20001,1,6,635,,P1Y,2009,USD,1.73
201,A,20001,1,6,635,,P1Y,2010,USD,1.76
201,A,20001,1,6,635,,P1Y,2011,USD,0.99
201,A,20001,1,6,635,,P1Y,2012,USD,1.32
201,A,20001,1,6,635,,P1Y,2013,USD,1.52
201,A,20001,1,6,635,,P1Y,2014,USD,0.07
201,A,20001,1,6,635,,P1Y,2015,USD,0.37
201,A,20001,1,6,635,,P1Y,2016,USD,1.01
201,A,20001,1,6,660,,P1Y,2007,USD,0.43
201,A,20001,1,6,660,,P1Y,2008,USD,0.29
201,A,20001,1,6,660,,P1Y,2009,USD,0.51
201,A,20001,1,6,660,,P1Y,2010,USD,0.73
201,A,20001,1,6,660,,P1Y,2011,USD,0.36
201,A,20001,1,6,660,,P1Y,2012,USD,0.73
201,A,20001,1,6,660,,P1Y,2013,USD,0.35
201,A,20001,1,6,660,,P1Y,2015,USD,0.03
201,A,20001,1,6,660,,P1Y,2016,USD,0.26
201,A,20001,1,6,615,,P1Y,2015,USD,0.03
201,A,20001,1,6,679,,P1Y,2012,USD,0.03
201,A,20001,1,6,679,,P1Y,2013,USD,0.38
201,A,20001,1,6,540,,P1Y,2007,USD,1.76
201,A,20001,1,6,540,,P1Y,2008,USD,1.31
201,A,20001,1,6,540,,P1Y,2009,USD,2.15
201,A,20001,1,6,540,,P1Y,2010,USD,2.76
201,A,20001,1,6,540,,P1Y,2011,USD,1.97
201,A,20001,1,6,540,,P1Y,2012,USD,3.41
201,A,20001,1,6,540,,P1Y,2013,USD,2.7
201,A,20001,1,6,540,,P1Y,2014,USD,1.12
201,A,20001,1,6,540,,P1Y,2015,USD,0
201,A,20001,1,6,540,,P1Y,2016,USD,0.97
201,A,20001,1,6,543,,P1Y,2007,USD,1.43
201,A,20001,1,6,543,,P1Y,2008,USD,0.33
201,A,20001,1,6,543,,P1Y,2009,USD,1.55
201,A,20001,1,6,543,,P1Y,2010,USD,1.8
201,A,20001,1,6,543,,P1Y,2011,USD,4.88
201,A,20001,1,6,543,,P1Y,2012,USD,6.58
201,A,20001,1,6,543,,P1Y,2013,USD,1.76
201,A,20001,1,6,543,,P1Y,2015,USD,0.24
201,A,20001,1,6,543,,P1Y,2016,USD,0.01
201,A,20001,1,6,549,,P1Y,2007,USD,6.53
201,A,20001,1,6,549,,P1Y,2008,USD,45.85
201,A,20001,1,6,549,,P1Y,2009,USD,3.4
201,A,20001,1,6,549,,P1Y,2010,USD,3.15
201,A,20001,1,6,549,,P1Y,2011,USD,2.99
201,A,20001,1,6,549,,P1Y,2012,USD,3.51
201,A,20001,1,6,549,,P1Y,2013,USD,13.48
201,A,20001,1,6,549,,P1Y,2014,USD,1.99
201,A,20001,1,6,549,,P1Y,2015,USD,0.33
201,A,20001,1,6,549,,P1Y,2016,USD,0.81
201,A,20001,1,6,555,,P1Y,2007,USD,2.68
201,A,20001,1,6,555,,P1Y,2008,USD,1.38
201,A,20001,1,6,555,,P1Y,2009,USD,2.57
201,A,20001,1,6,555,,P1Y,2010,USD,2.99
201,A,20001,1,6,555,,P1Y,2011,USD,1.97
201,A,20001,1,6,555,,P1Y,2012,USD,2.9
201,A,20001,1,6,555,,P1Y,2013,USD,2.98
201,A,20001,1,6,555,,P1Y,2014,USD,1.33
201,A,20001,1,6,555,,P1Y,2015,USD,0.45
201,A,20001,1,6,555,,P1Y,2016,USD,0.58
201,A,20001,1,6,566,,P1Y,2007,USD,1.1
201,A,20001,1,6,573,,P1Y,2013,USD,1.96
201,A,20001,1,6,573,,P1Y,2016,USD,0
201,A,20001,1,6,550,,P1Y,2007,USD,0.33
201,A,20001,1,6,550,,P1Y,2008,USD,0.2
201,A,20001,1,6,550,,P1Y,2009,USD,0.4
201,A,20001,1,6,550,,P1Y,2010,USD,0.46
201,A,20001,1,6,550,,P1Y,2011,USD,0.29
201,A,20001,1,6,550,,P1Y,2012,USD,0.69
201,A,20001,1,6,550,,P1Y,2013,USD,0.37
201,A,20001,1,6,550,,P1Y,2014,USD,0
201,A,20001,1,6,550,,P1Y,2016,USD,0.04
201,A,20001,1,6,589,,P1Y,2008,USD,0.66
201,A,20001,1,6,589,,P1Y,2011,USD,0.02
201,A,20001,1,6,589,,P1Y,2012,USD,0.04
201,A,20001,1,6,589,,P1Y,2013,USD,0.91
201,A,20001,1,6,589,,P1Y,2014,USD,1.85
201,A,20001,1,6,589,,P1Y,2015,USD,29.7
201,A,20001,1,6,589,,P1Y,2016,USD,27.48
201,A,20001,1,6,798,,P1Y,2008,USD,0.54
201,A,20001,1,6,798,,P1Y,2009,USD,0.5
201,A,20001,1,6,798,,P1Y,2010,USD,1.89
201,A,20001,1,6,798,,P1Y,2011,USD,1.66
201,A,20001,1,6,798,,P1Y,2012,USD,3.44
201,A,20001,1,6,798,,P1Y,2013,USD,4.99
201,A,20001,1,6,798,,P1Y,2014,USD,21.67
201,A,20001,1,6,798,,P1Y,2015,USD,3.15
201,A,20001,1,6,798,,P1Y,2016,USD,5.31
201,A,20001,1,6,859,,P1Y,2008,USD,0.18
201,A,20001,1,6,859,,P1Y,2012,USD,0.04
201,A,20001,1,6,859,,P1Y,2013,USD,0.12
201,A,20001,1,6,859,,P1Y,2014,USD,0.06
201,A,20001,1,6,859,,P1Y,2015,USD,0.05
201,A,20001,1,6,859,,P1Y,2016,USD,0.19
201,A,20001,1,6,862,,P1Y,2007,USD,5.53
201,A,20001,1,6,862,,P1Y,2008,USD,4.05
201,A,20001,1,6,862,,P1Y,2009,USD,6.6
201,A,20001,1,6,862,,P1Y,2010,USD,9.49
201,A,20001,1,6,862,,P1Y,2011,USD,15.05
201,A,20001,1,6,862,,P1Y,2012,USD,10.22
201,A,20001,1,6,862,,P1Y,2013,USD,8.13
201,A,20001,1,6,862,,P1Y,2014,USD,13.06
201,A,20001,1,6,862,,P1Y,2015,USD,32.47
201,A,20001,1,6,862,,P1Y,2016,USD,60.29
201,A,801,1,6,10100,,P1Y,2007,USD,269.22
201,A,801,1,6,10100,,P1Y,2008,USD,146.63
201,A,801,1,6,10100,,P1Y,2009,USD,373.95
201,A,801,1,6,10100,,P1Y,2010,USD,273.69
201,A,801,1,6,10100,,P1Y,2011,USD,261.73
201,A,801,1,6,10100,,P1Y,2012,USD,326.86
201,A,801,1,6,10100,,P1Y,2013,USD,463.63
201,A,801,1,6,10100,,P1Y,2014,USD,145.36
201,A,801,1,6,10100,,P1Y,2015,USD,283.29
201,A,801,1,6,10100,,P1Y,2016,USD,385.47
201,A,801,1,6,10010,,P1Y,2007,USD,11.92
201,A,801,1,6,10010,,P1Y,2008,USD,8.87
201,A,801,1,6,10010,,P1Y,2009,USD,12.3
201,A,801,1,6,10010,,P1Y,2010,USD,12.65
201,A,801,1,6,10010,,P1Y,2011,USD,7.08
201,A,801,1,6,10010,,P1Y,2012,USD,9.57
201,A,801,1,6,10010,,P1Y,2013,USD,7.77
201,A,801,1,6,10010,,P1Y,2014,USD,2.27
201,A,801,1,6,10010,,P1Y,2015,USD,0.43
201,A,801,1,6,10010,,P1Y,2016,USD,1.18
201,A,801,1,6,10001,,P1Y,2007,USD,13.49
201,A,801,1,6,10001,,P1Y,2008,USD,11.05
201,A,801,1,6,10001,,P1Y,2009,USD,12.1
201,A,801,1,6,10001,,P1Y,2010,USD,16.11
201,A,801,1,6,10001,,P1Y,2011,USD,12.64
201,A,801,1,6,10001,,P1Y,2012,USD,17.87
201,A,801,1,6,10001,,P1Y,2013,USD,16.91
201,A,801,1,6,10001,,P1Y,2014,USD,5.09
201,A,801,1,6,10001,,P1Y,2015,USD,0.43
201,A,801,1,6,10001,,P1Y,2016,USD,1.04
201,A,801,1,6,10002,,P1Y,2007,USD,1.69
201,A,801,1,6,10002,,P1Y,2008,USD,2.27
201,A,801,1,6,10002,,P1Y,2009,USD,1.62
201,A,801,1,6,10002,,P1Y,2010,USD,2.33
201,A,801,1,6,10002,,P1Y,2011,USD,1.92
201,A,801,1,6,10002,,P1Y,2012,USD,2.49
201,A,801,1,6,10002,,P1Y,2013,USD,1.65
201,A,801,1,6,10002,,P1Y,2014,USD,0.91
201,A,801,1,6,10002,,P1Y,2015,USD,0.02
201,A,801,1,6,10002,,P1Y,2016,USD,0.5
201,A,2,1,6,10100,,P1Y,2007,USD,2.36
201,A,2,1,6,10100,,P1Y,2008,USD,3.63
201,A,2,1,6,10100,,P1Y,2009,USD,1.58
201,A,2,1,6,10100,,P1Y,2013,USD,1.96
201,A,2,1,6,10100,,P1Y,2014,USD,3.91
201,A,2,1,6,10100,,P1Y,2015,USD,-44.37
201,A,2,1,6,10100,,P1Y,2016,USD,-44.23
201,A,2,1,6,10001,,P1Y,2013,USD,1.43
201,A,2,1,6,10001,,P1Y,2014,USD,2.08
