@CLASSIFICATION,@FREQ,@GLOBAL_DSD_TIME_SERIES_CODE,@INDICATOR_CODE,@REF_AREA,@REF_SECTOR,@TIME_FORMAT,@UNIT_MEASURE,@UNIT_MULT,db_key,value_2014,value_2015,value_2016
W0_S1_G1,A,A|MN|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,MN,S1311B,P1Y,XDC,9,GFSR,4204.3605060931,3815.93663972654,3894.1895
W0_S1_G1,A,A|SE|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,SE,S1311B,P1Y,XDC,9,GFSR,,,
W0_S1_G1,A,A|VC|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,VC,S1311B,P1Y,XDC,6,GFSR,551.195952,,
W0_S1_G1,A,A|MH|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,MH,S1311B,P1Y,XDC,3,GFSR,97475.678,108560.078,122364.995
W0_S1_G1,A,A|HK|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,HK,S1311B,P1Y,XDC,9,GFSR,,,
W0_S1_G1,A,A|GQ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,GQ,S1311B,P1Y,XDC,9,GFSR,2601.40470767508,2081.93925670068,
W0_S1_G1,A,A|FJ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,FJ,S1311B,P1Y,XDC,6,GFSR,2378.54511846,2692.84648054,
W0_S1_G1,A,A|MZ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,MZ,S1311B,P1Y,XDC,6,GFSR,177555.463,174570.419,180435.1
W0_S1_G1,A,A|MO|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,MO,S1311B,P1Y,XDC,6,GFSR,155488.826462,108857.001421,101565.842508
W0_S1_G1,A,A|LB|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,LB,S1311B,P1Y,XDC,9,GFSR,14467.044,13329.847,14134.493
W0_S1_G1,A,A|FI|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,FI,S1311B,P1Y,XDC,6,GFSR,,,
W0_S1_G1,A,A|GM|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,GM,S1311B,P1Y,XDC,6,GFSR,,,
W0_S1_G1,A,A|NZ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,NZ,S1311B,P1Y,XDC,6,GFSR,,,
W0_S1_G1,A,A|VN|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,VN,S1311B,P1Y,XDC,9,GFSR,,,
W0_S1_G1,A,A|LK|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,LK,S1311B,P1Y,XDC,9,GFSR,1187.01609251758,1460.79435737289,1693.15117513254
W0_S1_G1,A,A|ID|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,ID,S1311B,P1Y,XDC,12,GFSR,,,
W0_S1_G1,A,,,TJ,S1311B,P1Y,XDC,3,GFSR,,,
W0_S1_G1,A,,,EC,S1311B,P1Y,XDC,6,GFSR,,,
W0_S1_G1,A,A|PK|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,PK,S1311B,P1Y,XDC,9,GFSR,3635.93,,
W0_S1_G1,A,A|EE|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,EE,S1311B,P1Y,XDC,6,GFSR,,,
W0_S1_G1,A,A|LT|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,LT,S1311B,P1Y,XDC,6,GFSR,7259.124028962,7707.582,7849.332
W0_S1_G1,A,A|SZ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,SZ,S1311B,P1Y,XDC,6,GFSR,,,
W0_S1_G1,A,A|SM|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,SM,S1311B,P1Y,XDC,6,GFSR,,288.68660665,292.55229397
W0_S1_G1,A,A|IQ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,IQ,S1311B,P1Y,XDC,9,GFSR,104321,59568.1801493287,54323.0093710027
W0_S1_G1,A,A|GD|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,GD,S1311B,P1Y,XDC,6,GFSR,602.780793,,
W0_S1_G1,A,A|PW|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,PW,S1311B,P1Y,XDC,3,GFSR,108560.628,116821.628,124799.818
W0_S1_G1,A,A|TT|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,TT,S1311B,P1Y,XDC,6,GFSR,,,
W0_S1_G1,A,,,PA,S1311B,P1Y,XDC,6,GFSR,,,
W0_S1_G1,A,,,CM,S1311B,P1Y,XDC,9,GFSR,,,
W0_S1_G1,A,A|BA|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,BA,S1311B,P1Y,XDC,6,GFSR,6468.8671853,6358.60334238,7319.16161706174
W0_S1_G1,A,A|WS|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,WS,S1311B,P1Y,XDC,3,GFSR,555388.05191,534355.32098,595587.07175
W0_S1_G1,A,A|DZ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,DZ,S1311B,P1Y,XDC,9,GFSR,,,
W0_S1_G1,A,A|KZ|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,KZ,S1311B,P1Y,XDC,9,GFSR,7631.7189025411,5512.14931754816,6307.3075008093
W0_S1_G1,A,A|MX|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,MX,S1311B,P1Y,XDC,6,GFSR,2738488.64968397,3027827.0626999,3444159.12083015
W0_S1_G1,A,A|AI|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,AI,S1311B,P1Y,XDC,3,GFSR,202856.544,,
W0_S1_G1,A,A|CA|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,CA,S1311B,P1Y,XDC,9,GFSR,,,
W0_S1_G1,A,A|DK|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,DK,S1311B,P1Y,XDC,9,GFSR,,,
W0_S1_G1,A,A|XK|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,XK,S1311B,P1Y,XDC,6,GFSR,,,
W0_S1_G1,A,A|TO|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,TO,S1311B,P1Y,XDC,6,GFSR,302.98211003,295.00202108,363.82562371
W0_S1_G1,A,A|SA|S1311B|W0|S1|G1|_Z|_Z|_Z|XDC|_T|_X,GR_G14_XDC,SA,S1311B,P1Y,XDC,9,GFSR,1040.141,612.694,519.44897038798
