@CLASSIFICATION,@FREQ,@GLOBAL_DSD_TIME_SERIES_CODE,@INDICATOR_CODE,@REF_AREA,@REF_SECTOR,@TIME_FORMAT,@UNIT_MEASURE,@UNIT_MULT,db_key,value_1990,value_1991,value_1992,value_1993,value_1994,value_1995,value_1996,value_1997,value_1998,value_1999,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017
W0_S1_G13,A,A|EG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,EG,S1311B,P1Y,XDC,9,GFSR,1.428,2.82,3.337,3.269,2.811,2.056,1.954,1.392,1.689,1.649,1.773,1.571,3.828,2.858,4.383,2.114,2.1159,3.6865,1.4633,7.9836,4.3328,1.3161,10.103,5.208,95.866,25.438,,
W0_S1_G13,A,A|CA|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,CA,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|ET|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,ET,S1311B,P1Y,XDC,6,GFSR,66.8,104.2,122.5,265.5,756.7,668.7,811.3,1110,635.2,429.3,,2876.7,1319.8,1955.4,5691.3,5339.1,1878.4,2550.4,11411.2,15973.9,18854.7,21433.06,,,,,,
W0_S1_G13,A,A|DM|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,DM,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,26,25.9,14,33.2,63.8,8,63.8,57.2,78.2,61.73,38.88022,31.647786,11.776648,0.491903,43.291933,,,
W0_S1_G13,A,A|VU|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,VU,S1311B,P1Y,XDC,6,GFSR,0,,,,,0,0,0,0,0,,,,,,,,,,4610,4528.8,4316.2,2176.3,1663.6,3515.5,9748.247,7263.222,
W0_S1_G13,A,A|SN|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,SN,S1311B,P1Y,XDC,9,GFSR,,,,,,,101.8,65.6,75.4,61.6,49.9,61.7,,,,,,,,182.8,161.871,150,205.9,187.54,311.786869618581,232.0169103,244.348,
W0_S1_G13,A,A|BJ|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,BJ,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,,40.36,9.99,40.5,55.71,51.63,47.023584,80.63948707,55.609814528,81.695032647,52.312693773,80.5368821267902,46.5901028924569,45.9,,,,
W0_S1_G13,A,A|IS|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,IS,S1311B,P1Y,XDC,9,GFSR,0,0,0,0.0254,0,0,0,0,0,0.022489,0.0255,1.36921728091167,1.2659111019676,1.51503953066077,1.74814611876056,1.66461144071425,2.08579726943276,1.82962091484495,2.37013108187309,7.9874407976487,8.27693541435119,9.39151723822699,10.7484141948856,10.495536997,10.3784856845797,10.762802793731,11.8868046746647,
W0_S1_G13,A,A|AO|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,AO,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,0,0,0,0,0,7.466816395,0,0.000321205,0,0,0,0,0,0,0,0,0,0,
W0_S1_G13,A,A|KR|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,KR,S1311B,P1Y,XDC,12,GFSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0.507156936994,0.316368010254,
W0_S1_G13,A,A|MS|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MS,S1311B,P1Y,XDC,3,GFSR,,,,,,,,,,,45650,53890,79810,98887.929,92340.47,51385.04,63629.634,75963.748,78645.411,100190.711,82715.234,92928.812,97030.809,112187.429,104947.861,,,
W0_S1_G13,A,A|JO|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,JO,S1311B,P1Y,XDC,6,GFSR,164.28,230.25,137.45,163.32,175.6,182.8,219.9,205,172.22,198.54,240.24,249.4,266.67,683.92,667.053,501.1,304.61,343.4,718.3,333.4,401.8,1215,327.3,639.1,1236.5,886.3,835.9,
W0_S1_G13,A,A|TH|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,TH,S1311B,P1Y,XDC,9,GFSR,6.605,5.006,3.472,3.608,3.856,3.768,3.146,3.005,4.485,4.01,4.341,3.803,3.0949,2.5326,2.23809,1.88402,1.68655,1.68655,1.7,1.35138,1.294,2.58917,1.6434,2.161152,5.368,18.6264819,13.616837,
W0_S1_G13,A,A|BG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,BG,S1311B,P1Y,XDC,6,GFSR,0.471,0.356,0.117,0.092,0.114,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|LU|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,LU,S1311B,P1Y,XDC,6,GFSR,12.9648313456404,10.5850535078173,11.7501530742515,12.3450975337073,8.67627336706338,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|OM|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,OM,S1311B,P1Y,XDC,6,GFSR,6.6,23,0.9,19.2,29.9,13.2,10.8,20.7,8.8,5.6,3.1,0,1.8,3.8,8.3,0,0,4.6,26.6,54.2,9.3,13.5,5.9,5.8,,,,
W0_S1_G13,A,A|UZ|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,UZ,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,,,,,,,,,,,,18.5007,7.56303,19.177432,33.246365,25.0047,104.584,
W0_S1_G13,A,A|ZW|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,ZW,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,
W0_S1_G13,A,A|KG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,KG,S1311B,P1Y,XDC,6,GFSR,,,,0,0,54.9,201.8,194.5,196.6,278.84,608.2,622,,,,,343.7412,3264.2859,3455.795,10201.146,7022.06,8752.288,5608.258,9189.225,9959.069,9880.8,9877.1,
W0_S1_G13,A,A|RW|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,RW,S1311B,P1Y,XDC,9,GFSR,0,0,0,,,,,,,,,,,,,,,,265.551165332,309.412231193,352.565602551,408.86,,,474.4,415.9274069953,373.713605793549,330.182083946519
W0_S1_G13,A,A|FR|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,FR,S1311B,P1Y,XDC,9,GFSR,4.1068240753586,6.57055264293239,5.57963403088922,5.80830755674534,5.51865442399426,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|BT|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,BT,S1311B,P1Y,XDC,6,GFSR,523,752.7,785.9,1230.1,1456.2,1773.2,2363.6,2232.1,1816.3,3262.6,3274.1,3711,3748.515,2269.086,5367.378,4373.074,6551.435,6000.934,5931.921,6575.069,11118.887,10497.727,12501.52,9562.636,14236.353,9955.021,14889.61,
W0_S1_G13,A,A|NI|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,NI,S1311B,P1Y,XDC,6,GFSR,4.67,860.9,399.38,828.59,619.9,1190.8,1149.13,821.73,675.05,1934.94,1873.89,1712,1522.3101,2079.0458,2373.6106,2723,3692,3912.0992,3573.87424,3079.45079412,2833.933,3151.173,3025.974,2667.35,3046.26,3305.6,4228.4,
W0_S1_G13,A,A|ML|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,ML,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,89.981,83.6363,85.8013,114.7755,103.3,115,1276.5028,191.7,145.119,184.55,131.213,207.558,19.54248762,215.339,95.4,123.2,157.9,
W0_S1_G13,A,A|IR|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,IR,S1311B,P1Y,XDC,12,GFSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
W0_S1_G13,A,A|CF|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,CF,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,13790.1,,,,42222.219174136,49501.780931,62244.68815,26304.8309171199,78988.720473,,,,,
W0_S1_G13,A,A|MA|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MA,S1311B,P1Y,XDC,6,GFSR,0,0,0,0,0,0,,0,0,0,,,1241,520,1300,1800,2460,2400,2400,2800,1869,1310,456,6111,13838.4,4970.5,9113,
W0_S1_G13,A,A|BS|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,BS,S1311B,P1Y,XDC,6,GFSR,0,0,1.4,0,3.7,4,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,0.152,0.116,0.381,0.362,0.111,
W0_S1_G13,A,A|BA|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,BA,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,50.48043179,39.31111847,50.48398105,21.7591625600001,31.97914531,29.96383262,91.17503212,45.19942677,62.80043616,45.09475228,61.18872779,137.83000255,45.45065727,21.85711507,
W0_S1_G13,A,A|SC|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,SC,S1311B,P1Y,XDC,6,GFSR,,,,63,17.8,13.8,13,15.3,27.8,41.7,,,,,,376.756395,154,141.696186,456.185218,365.28240484,112.08247751,137.95890141,141.00049034,43.7553097,94.38428953,121.36777121,238.12662074,
W0_S1_G13,A,A|PG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,PG,S1311B,P1Y,XDC,6,GFSR,222.09,311.71,196.32,181.7,164.805,193.106,165.451,312.026,304.74,465.516,405.694,111.227,47.556,,,,,,,,,,,,867.5,819.5,1430.1,
W0_S1_G13,A,A|MV|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MV,S1311B,P1Y,XDC,6,GFSR,85,226.2,151.4,153.2,162.6,199.2,242.9,168.2,164.5,162.7,165.9,211.7,132.5,123.6,72.9,824.6,867.4,1044,517,421.5,154.5,732.46,,,163.7743987,,,
W0_S1_G13,A,A|TT|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,TT,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|CD|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,CD,S1311B,P1Y,XDC,9,GFSR,0,0,0,0,0,0,0,0,0,0,6.32668,81.907182,149.367528,223.9245,230.29706,643.961776,547.05684,729.965504,846.898416,1029.839332,1247.92,,,,,,,
W0_S1_G13,A,A|BF|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,BF,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,,,87.04907704,133.330674922,117.330607263,131.540725292,169.980210445,210.299929014,146.918199974,232.428386422,198.94,253.67,277.501,324.364,256.446822659058,230.041489717949,180.2,
W0_S1_G13,A,A|MN|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MN,S1311B,P1Y,XDC,9,GFSR,,,1.224,3.027,3.265,3.861,4.409,4.408,8.551,6.891,4.793,9.176,10.7824596,36.5179832,,,29.15925,46.3753155776,98.78657199,180.80420297,167.994,222.86831152645,351.56762693794,113.95,181.66151758636,203.40322655948,337.8697,
W0_S1_G13,A,A|AT|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,AT,S1311B,P1Y,XDC,6,GFSR,64.6788224093951,73.3995625095383,59.591724017645,80.6668459263243,90.8410427098246,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|SG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,SG,S1311B,P1Y,XDC,6,GFSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
W0_S1_G13,A,A|GR|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,GR,S1311B,P1Y,XDC,6,GFSR,586.940572267058,733.675715333822,1000.73367571533,1317.68158473955,1458.54732208364,369,371,396,432,625,270,274,373,328,313,268,391,265,728,432,376,363,594,2564,844,11480,519,
W0_S1_G13,A,A|PS|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,PS,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,,348.535171,670.2,1012,1809.36429128,1416.52309186,1288.73424315,1054.90357166,955.03233822,1358.195552,1231.34745505,808.10881166,,
W0_S1_G13,A,A|RS|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,RS,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,,,,,,,,0.7459,0.744856,5.9556,6.670337,1.941436,2.388256499,,,,,
W0_S1_G13,A,A|AZ|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,AZ,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,,,,,3800,4915,5918.1,9006.7,9917,11350,9337,8144.6,,
W0_S1_G13,A,A|CO|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,CO,S1311B,P1Y,XDC,9,GFSR,648.3,26,49.4,62.1,0,0,0,0,0.5535,861.169352345612,105.460690863699,,,2591.83393,152.681788,238.92411,93,169.571257,287.003,1453.421,184.613,213.96,-273.981,11490.34224,2390.35976000001,2805.33188,1114.152842428,
W0_S1_G13,A,A|AG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,AG,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,71.57,10.21,28.59,11.18,6.265881,21.4268,75.25,20,30,0,44.913689,22.86416,0,0,13.79,,,
W0_S1_G13,A,A|US|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,US,S1311B,P1Y,XDC,9,GFSR,0,43.15,4.91,0.04,0,0,0,0,0,0,0.01,0.542,0.504,0.662,0.547,0.69,1.07,1.057,1.124,0.957,0.818,0.935,0.892,0.968,1.119,0.683,0.822,
W0_S1_G13,A,A|AU|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,AU,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,,0.2,0.2,0.3,0.4,0.5,0.4,0.4,0.5,0.7,0.6,0.7,0.6,0.6,0.5,0.461,0.523,
W0_S1_G13,A,A|AF|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,AF,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,16343.1717678,30606.63643928,32534.3947137719,37600.47441926,53888.455401,54513.64592592,67553.6394771,84451.62285879,93541.41549001,124148.027582562,196297,180019.34567715,179031.77648536,,
W0_S1_G13,A,A|NO|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,NO,S1311B,P1Y,XDC,9,GFSR,5.165,3.316,1.487,1.076,1.099,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|MM|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MM,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,,,,,,,,,25918.895,76235.913,177335.584,247496.631,331876.508,605642.172
W0_S1_G13,A,A|UY|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,UY,S1311B,P1Y,XDC,6,GFSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
W0_S1_G13,A,A|MX|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MX,S1311B,P1Y,XDC,6,GFSR,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0.35501,817.543096,624.806827,188.362531,816.369017,37.310352,172.103427,398.221778,766.836148650047,
W0_S1_G13,A,A|IQ|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,IQ,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,0,3.956759858,2.455740266,
W0_S1_G13,A,,,NE,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|BB|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,BB,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,9.062,9.3,0.858495,2.38121,4.041226,7.536463,35.612734,2.811003,15.91456,33.51819,0.089976,57.530817,18.115893,,
W0_S1_G13,A,A|GM|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,GM,S1311B,P1Y,XDC,6,GFSR,66.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|SV|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,SV,S1311B,P1Y,XDC,6,GFSR,603.1,512.4,266.3,269.3,303,0,105.2,42.3,75.5,18.9,532.9,18.1,12.7,103,24.4,34.3,18.2,43.5,30.8,31.2,27.1,160.5,47.4,47.3,47.16557512,33.1276680800001,17.2627326799998,
W0_S1_G13,A,A|DE|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,DE,S1311B,P1Y,XDC,9,GFSR,0.853857441597685,1.27,1.714,2.825,2.168,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|SL|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,SL,S1311B,P1Y,XDC,9,GFSR,0.322,2.522,5.107,7.302,11.117,5.734,8.529,9.495,22.456,65.390921603418,106.106607229,86.8261019393995,161.33478870316,179.34343813972,259.37644887443,351.87,346.549,239.29,264.631,500.337,543.954,708.659,632.564,547.6,959.476,,,
W0_S1_G13,A,A|BE|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,BE,S1311B,P1Y,XDC,6,GFSR,32.2261582205211,59.4944459455775,141.299309120746,114.03102139569,131.383568129817,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|KZ|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,KZ,S1311B,P1Y,XDC,9,GFSR,,,,,,,,0.034,5.456,39.704,,,,,,95.746617379,123.4694229,417.2582192,1155.1305543,102.5165,241.6464472,111.2830108,117.1414847,139.2620432,139.330521801,170.0319029,219.0568672591,
W0_S1_G13,A,A|MD|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MD,S1311B,P1Y,XDC,6,GFSR,,,,,,0,22.3,0,0,111.5,131.7,140,69.3,0,152.1,524,454.9,966.9,1028.6,1159.3,1937.5,1565.4,1512.7,2198.3,3883,1763.3,1287.1,
W0_S1_G13,A,A|CR|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,CR,S1311B,P1Y,XDC,9,GFSR,0,0,0,0,0,0,0,0,0,0,0,0,2.27,42.1,17.6143,21.1429,22.78,20.8,24.75225594552,32.09392790919,157.62112598327,164.31162399705,168.66209579789,165.58,189.08493373263,203.50718955046,207.87512892799,
W0_S1_G13,A,A|PY|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,PY,S1311B,P1Y,XDC,9,GFSR,1.066,1.568,2.976,4.02,25.7789,28.7541,35.36821,68.39588,44.68395,49.65141,46.05492,135.85357,195.13668,163.301392,222.647373174,106.4,119.6,317.633214151,385.089211395,435.4773079,561.418337154,900.605359293,765.336600497,550.651,530.417115424,715.991734639,526.364332187,
W0_S1_G13,A,A|KI|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,KI,S1311B,P1Y,XDC,3,GFSR,,,,,,,,,,,,,,,,,,,,,,13836.55432,15127.96255,0,10401.01328,4781.09566,4789.93,
W0_S1_G13,A,A|SK|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,SK,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|TR|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,TR,S1311B,P1Y,XDC,9,GFSR,0.0016355,0.0084343,0.0017,0.001597,0.000942,0.007404,0.001793,0.001689,0,0.007521,0,2.2E-05,,,,,0.00521519628,1.00242506643,6.98971904,6.824608303,8.567171925,3.371292741,5.995785981,8.28668039,8.16949966096854,9.31263764019001,15.09883432327,
W0_S1_G13,A,A|NG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,NG,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,
W0_S1_G13,A,A|BO|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,BO,S1311B,P1Y,XDC,6,GFSR,44.3,156.9,302.6,1104.6,510,380.8,516.1,541.2,543.6,784.1,806.3,1136.37,2121.64892347,2290.20655072,2720,2174.75714367,14158.05230357,2506.34616312,,,,,,,,,,
W0_S1_G13,A,A|GD|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,GD,S1311B,P1Y,XDC,6,GFSR,,22.77,14.15,16.33,26.5,21.48,,,,19.6,32.6,45.19,23.54,59.23,90.7486,160.516542,104.666583,19.850143,51.54412,29.153489,50.647797,60.076281,21.542832,31.263298,100.459363,,,
W0_S1_G13,A,A|JM|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,JM,S1311B,P1Y,XDC,9,GFSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|SR|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,SR,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,27.4,29.998,45.859171,58.167188,86.04266558,159.7300001815,423.2253420805,243.58499732,354.0704872346,149.1492359818,115.375,0,,,,,
W0_S1_G13,A,A|MG|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MG,S1311B,P1Y,XDC,9,GFSR,0,0,0,0,0,0,,,,,,,,,,,,,980.4,192.250283,354.942,390.303,262.891,296.142,592.866,424.221,1124.49135578709,
W0_S1_G13,A,A|MK|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MK,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,,1146.065233,582.616518,51.939612,,,,,,2548.65444,2667.452993,4111.72836,3104.095418,
W0_S1_G13,A,A|CY|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,CY,S1311B,P1Y,XDC,6,GFSR,3.02422455123583,2.27243991703031,0.358806302688997,5.091632295301,4.39110570433677,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|PL|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,PL,S1311B,P1Y,XDC,6,GFSR,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|ZM|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,ZM,S1311B,P1Y,XDC,6,GFSR,0.3158,2.6895,29.8,35.7,0.5982,5.6,25.4,4.7,432.7,414.2,,9.504033257,0,1256.134170782,1668.078001,2321.925988382,1622.1,2057.984735395,1197.79831772,3425.364031587,1641.117028793,4093.9104,2221.593,2214.236,1649.256,0,303.48,
W0_S1_G13,A,A|MO|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MO,S1311B,P1Y,XDC,6,GFSR,,,,,,,27.14,10.04,0.5,55.127787,0,4.8398,42.242894,43,0,0,0,0,0,0,0,0,840.8686,2.2421,0,0,0,
W0_S1_G13,A,A|NZ|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,NZ,S1311B,P1Y,XDC,6,GFSR,0,0,0,0,0,0,0,0,0,0,0,0,109.855,112.815,111.668,118.308,,,,,,,,,,,,
W0_S1_G13,A,A|HU|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,HU,S1311B,P1Y,XDC,9,GFSR,0,2.3,7.6,4.1,3.5,,,,,,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|MZ|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,MZ,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,,,,,,,27318.4,27398.571,27332.355,30299.385,24106.4,18677.4,14839.8,
W0_S1_G13,A,A|VN|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,VN,S1311B,P1Y,XDC,9,GFSR,,,,,1200,1620,1543,2586,2143,2361,2028,2011,2250,2969,2877,3789,7897,6012,9413,7908,11868,12103,10267,11124,,,,
W0_S1_G13,A,A|ZA|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,ZA,S1311B,P1Y,XDC,9,GFSR,0.603,1.094,1.174,2.009,0.942,0.109,0.161,0.276,0.549,0.5,0.52,0.243,0.426,0.1998,0.914,0.701,0.154,0.859,1.546,1.357,1.422638,2.123214,2.02974305579,3.80291024833,4.43923468427,2.44185784237,1.79881849042,
W0_S1_G13,A,A|YE|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,YE,S1311B,P1Y,XDC,9,GFSR,1.397,0.3,0,1.201,0.856,1.62,1.87,1.938,5.48,4.219,,,,,,,,,,,,,,,,,,
W0_S1_G13,A,A|QA|S1311B|W0|S1|G13|_Z|_Z|_Z|XDC|_T|_X,GRG_G14_XDC,QA,S1311B,P1Y,XDC,6,GFSR,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,
