"iso3","year","type","l","headcount","pop","p"
"MDA",2013,3,9.5,0.618406,4073714,2519209.179884
"MDA",2013,3,10,0.65245,4073714,2657894.6993
"MDA",2013,3,10.5,0.693225,4073714,2824000.38765
"MDA",2013,3,11,0.720754,4073714,2936145.660356
"MDA",2013,3,13,0.81807,4073714,3332583.21198
"MDA",2013,3,14,0.855857,4073714,3486516.642898
"MDA",2013,3,15,0.884011,4073714,3601207.986854
"MDA",2013,3,16,0.901005,4073714,3670436.68257
"MDA",2013,3,17.5,0.925072,4073714,3768478.757408
"MDA",2013,3,18,0.931829,4073714,3796004.842906
"MDG",2010,3,1,0.466076,21079532,9824663.956432
"MDG",2010,3,1.5,0.719371,21079532,15164004.014372
"MDG",2010,3,2.5,0.891416,21079532,18790632.097312
"MDG",2010,3,3.5,0.944383,21079532,19907151.668756
"MDG",2010,3,4.5,0.969629,21079532,20439325.533628
"MDG",2010,3,5,0.97716,21079532,20598075.48912
"MDG",2010,3,5.5,0.981732,21079532,20694451.109424
"MDG",2010,3,6,0.984162,21079532,20745674.372184
"MDG",2010,3,7,0.988109,21079532,20828875.284988
"MDG",2010,3,7.5,0.989867,21079532,20865933.102244
"MDG",2010,3,9.5,0.994142,21079532,20956048.101544
"MDG",2010,3,10,0.994474,21079532,20963046.506168
"MDG",2010,3,10.5,0.99533,21079532,20981090.58556
"MDG",2010,3,11,0.995797,21079532,20990934.727004
"MDG",2010,3,11.5,0.466076,21079532,9824663.956432
"MDG",2010,3,12,0.996979,21079532,21015850.733828
"MDG",2010,3,12.5,0.997012,21079532,21016546.358384
"MDG",2010,3,13,0.997306,21079532,21022743.740792
"MDG",2010,3,13.5,0.997495,21079532,21026727.77234
"MDG",2010,3,14,0.997675,21079532,21030522.0881
"MDG",2010,3,16,0.998198,21079532,21041546.683336
"MDG",2010,3,17,0.998409,21079532,21045994.464588
"MDG",2010,3,17.5,0.998565,21079532,21049282.87158
"MDV",2010,3,0.5,0,332575,0
"MDV",2010,3,1.5,0.0210512,332575,7001.10284
"MDV",2010,3,4,0.304864,332575,101390.1448
"MDV",2010,3,4.5,0.365833,332575,121666.909975
"MDV",2010,3,6.5,0.577332,332575,192006.1899
"MDV",2010,3,7.5,0.65535,332575,217953.02625
"MDV",2010,3,8,0.693158,332575,230527.02185
"MDV",2010,3,9,0.752642,332575,250309.91315
"MDV",2010,3,9.5,0.783748,332575,260654.9911
"MDV",2010,3,12.5,0.882043,332575,293345.450725
"MDV",2010,3,13,0.88844,332575,295472.933
"MDV",2010,3,13.5,0.901853,332575,299933.761475
"MDV",2010,3,14.5,0.918569,332575,305493.085175
"MDV",2010,3,16,0.934908,332575,310927.0281
"MDV",2010,3,17,0.943719,332575,313857.346425
"MDV",2010,3,17.5,0.946473,332575,314773.257975
"MDV",2010,3,18,0.948152,332575,315331.6514
"MEX",2012,3,0.5,8.15283e-05,122070963,9952.2380927529
"MEX",2012,3,1,0.00346598,122070963,423095.51633874
"MEX",2012,3,1.5,0.0131358,122070963,1603499.7557754
"MEX",2012,3,2,0.0306979,122070963,3747322.2150777
"MEX",2012,3,2.5,0.0581572,122070963,7099305.4093836
"MEX",2012,3,4.5,0.222034,122070963,27103904.198742
"MEX",2012,3,7,0.446108,122070963,54456833.162004
"MEX",2012,3,7.5,0.48762,122070963,59524242.97806
"MEX",2012,3,8,0.519136,122070963,63371431.447968
"MEX",2012,3,8.5,0.55439,122070963,67674921.17757
"MEX",2012,3,9.5,0.610564,122070963,74532135.453132
"MEX",2012,3,10.5,0.655093,122070963,79967833.364559
"MEX",2012,3,12,0.714071,122070963,87167334.620373
"MEX",2012,3,12.5,0.729086,122070963,89000230.129818
"MEX",2012,3,13,0.745538,122070963,91008541.613094
"MEX",2012,3,15,0.798112,122070963,97426300.421856
"MEX",2012,3,17,0.833457,122070963,101740898.609091
"MEX",2012,3,17.5,0.841191,122070963,102684995.436933
"MEX",2012,3,18,0.847923,122070963,103506777.159849
"MKD",2008,3,2,0.0230451,2055266,47363.8104966
"MKD",2008,3,3.5,0.647176,2055266,1330118.828816
"MKD",2008,3,5,0.238601,2055266,490388.522866
"MKD",2008,3,5.5,0.285327,2055266,586422.881982
"MKD",2008,3,6.5,0.373009,2055266,766632.715394
"MKD",2008,3,7,0.40622,2055266,834890.15452
"MKD",2008,3,8,0.491625,2055266,1010420.14725
"MKD",2008,3,8.5,0.521758,2055266,1072351.477628
"MKD",2008,3,11,0.647176,2055266,1330118.828816
"MKD",2008,3,12,0.688589,2055266,1415233.559674
"MKD",2008,3,12.5,0.705873,2055266,1450756.777218
"MKD",2008,3,13,0.723123,2055266,1486210.115718
"MKD",2008,3,14,0.751787,2055266,1545122.260342
"MKD",2008,3,15,0.778123,2055266,1599249.745718
"MKD",2008,3,15.5,0.790785,2055266,1625273.52381
"MKD",2008,3,16,0.801805,2055266,1647922.55513
"MKD",2008,3,16.5,0.0230451,2055266,47363.8104966
"MKD",2008,3,17.5,0.829118,2055266,1704058.035388
"MLI",2010,3,1,0.102964,15167286,1561684.435704
"MLI",2010,3,1.5,0.323078,15167286,4900216.426308
"MLI",2010,3,2.5,0.660589,15167286,10019342.291454
"MLI",2010,3,3,0.759889,15167286,11525453.791254
"MLI",2010,3,5.5,0.947733,15167286,14374537.462638
"MLI",2010,3,6.5,0.969635,15167286,14706731.36061
"MLI",2010,3,7,0.976122,15167286,14805121.544892
"MLI",2010,3,9,0.991125,15167286,15032676.33675
"MLI",2010,3,10,0.995141,15167286,15093588.157326
"MLI",2010,3,10.5,0.996375,15167286,15112304.58825
"MLI",2010,3,12,0.998639,15167286,15146643.323754
"MLI",2010,3,13,0.999349,15167286,15157412.096814
"MLI",2010,3,13.5,0.999513,15167286,15159899.531718
"MLI",2010,3,14,0.999675,15167286,15162356.63205
"MLI",2010,3,14.5,0.999766,15167286,15163736.855076
"MLI",2010,3,16,0.999903,15167286,15165814.773258
"MLI",2010,3,17,0.999933,15167286,15166269.791838
"MLI",2010,3,17.5,0.99996,15167286,15166679.30856
"MNE",2013,3,1,0,624648,0
"MNE",2013,3,1.5,0.0072252,624648,4513.2067296
"MNE",2013,3,2.5,0.0304881,624648,19044.3306888
"MNE",2013,3,5,0.0820678,624648,51263.4871344
"MNE",2013,3,7,0.201994,624648,126175.148112
"MNE",2013,3,8,0.256896,624648,160469.572608
"MNE",2013,3,9,0.327622,624648,204648.427056
"MNE",2013,3,9.5,0.357855,624648,223533.41004
"MNE",2013,3,12.5,0.552592,624648,345175.487616
"MNE",2013,3,13,0.581597,624648,363293.402856
"MNE",2013,3,14,0.624732,624648,390237.594336
"MNE",2013,3,14.5,0.201994,624648,126175.148112
"MNE",2013,3,15,0.675222,624648,421776.071856
"MNE",2013,3,15.5,0.693756,624648,433353.297888
"MNE",2013,3,16,0.708599,624648,442624.948152
"MNE",2013,3,16.5,0.724195,624648,452366.95836
"MNE",2013,3,18,0.763128,624648,476686.378944
"MNG",2012,3,0.5,0.00153722,2808339,4317.03487758
"MNG",2012,3,1.5,0.00153722,2808339,4317.03487758
"MNG",2012,3,2,0.00473086,2808339,13285.85864154
"MNG",2012,3,4.5,0.146619,2808339,411755.855841
"MNG",2012,3,5,0.196859,2808339,552846.807201
"MNG",2012,3,5.5,0.247934,2808339,696282.721626
"MNG",2012,3,6,0.302516,2808339,849567.480924
"MNG",2012,3,7.5,0.443898,2808339,1246616.065422
"MNG",2012,3,8.5,0.526368,2808339,1478219.782752
"MNG",2012,3,9,0.564424,2808339,1585093.931736
"MNG",2012,3,10,0.635874,2808339,1785749.753286
"MNG",2012,3,10.5,0.666867,2808339,1872788.603913
"MNG",2012,3,11,0.694003,2808339,1948995.691017
"MNG",2012,3,11.5,0.718736,2808339,2018454.339504
"MNG",2012,3,12.5,0.760035,2808339,2134435.931865
"MNG",2012,3,13,0.780258,2808339,2191228.971462
"MNG",2012,3,13.5,0.797411,2808339,2239400.410329
"MNG",2012,3,16,0.863294,2808339,2424422.208666
"MNG",2012,3,18,0.443898,2808339,1246616.065422
"MOZ",2009,3,2.5,0.808979,23647815,19130585.730885
"MOZ",2009,3,5,0.954104,23647815,22562474.88276
"MOZ",2009,3,6.5,0.97164,23647815,22977162.9666
"MOZ",2009,3,7.5,0.977188,23647815,23108361.04422
"MOZ",2009,3,8,0.979769,23647815,23169396.054735
"MOZ",2009,3,8.5,0.981897,23647815,23219718.605055
"MOZ",2009,3,9.5,0.984818,23647815,23288793.87267
"MOZ",2009,3,10,0.985865,23647815,23313553.134975
"MOZ",2009,3,10.5,0.987003,23647815,23340464.348445
"MOZ",2009,3,11,0.987883,23647815,23361274.425645
"MOZ",2009,3,12,0.989419,23647815,23397597.469485
"MOZ",2009,3,12.5,0.990793,23647815,23430089.567295
"MOZ",2009,3,13,0.99126,23647815,23441133.0969
"MOZ",2009,3,14.5,0.992172,23647815,23462699.90418
"MOZ",2009,3,15.5,0.993091,23647815,23484432.246165
"MOZ",2009,3,16,0.993367,23647815,23490959.043105
"MOZ",2009,3,17,0.994144,23647815,23509333.39536
"MOZ",2009,3,17.5,0.994299,23647815,23512998.806685
"MOZ",2009,3,18,0.994723,23647815,23523025.480245
"MRT",2008,3,1.5,0.0572067,3414552,195335.2518984
"MRT",2008,3,2,0.123995,3414552,423387.37524
"MRT",2008,3,2.5,0.210893,3414552,720105.114936
"MRT",2008,3,3,0.307058,3414552,1048465.508016
"MRT",2008,3,3.5,0.386401,3414552,1319386.307352
"MRT",2008,3,4,0.461818,3414552,1576901.575536
"MRT",2008,3,6,0.683271,3414552,2333064.359592
"MRT",2008,3,8,0.819499,3414552,2798221.949448
"MRT",2008,3,8.5,0.840546,3414552,2870088.025392
"MRT",2008,3,9.5,0.874706,3414552,2986729.121712
"MRT",2008,3,12,0.933938,3414552,3188979.865776
"MRT",2008,3,12.5,0.941472,3414552,3214705.100544
"MRT",2008,3,13,0.948049,3414552,3237162.609048
"MRT",2008,3,13.5,0.953127,3414552,3254501.704104
"MRT",2008,3,18,0.980893,3414552,3349310.154936
"MUS",2012,3,1,0.136936,1258335,172311.36156
"MUS",2012,3,1.5,0.00205804,1258335,2589.7037634
"MUS",2012,3,2.5,0.015027,1258335,18909.000045
"MUS",2012,3,3,0.0270475,1258335,34034.8159125
"MUS",2012,3,5,0.136936,1258335,172311.36156
"MUS",2012,3,6,0.227377,1258335,286116.437295
"MUS",2012,3,6.5,0.274367,1258335,345245.598945
"MUS",2012,3,7,0.318021,1258335,400176.955035
"MUS",2012,3,8,0.410228,1258335,516204.25038
"MUS",2012,3,8.5,0.452902,1258335,569902.43817
"MUS",2012,3,9.5,0.535659,1258335,674038.467765
"MUS",2012,3,10.5,0.607229,1258335,764097.503715
"MUS",2012,3,11,0.640121,1258335,805486.658535
"MUS",2012,3,12.5,0.717249,1258335,902539.520415
"MUS",2012,3,14,0.777828,1258335,978768.19638
"MUS",2012,3,14.5,0.795345,1258335,1000810.450575
"MUS",2012,3,15.5,0.820308,1258335,1032222.26718
"MUS",2012,3,16,0.832181,1258335,1047162.478635
"MUS",2012,3,17.5,0.858589,1258335,1080392.589315
"MWI",2010,3,1,0.37704,14769824,5568814.44096
"MWI",2010,3,1.5,0.597651,14769824,8827200.083424
"MWI",2010,3,3,0.869172,14769824,12837517.465728
"MWI",2010,3,3.5,0.900685,14769824,13302958.92944
"MWI",2010,3,4.5,0.940126,14769824,13885495.557824
"MWI",2010,3,6,0.963683,14769824,14233428.301792
"MWI",2010,3,6.5,0.967661,14769824,14292182.661664
"MWI",2010,3,8.5,0.980745,14769824,14485431.03888
"MWI",2010,3,9,0.982798,14769824,14515753.487552
"MWI",2010,3,11,0.987245,14769824,14581434.89488
"MWI",2010,3,11.5,0.988537,14769824,14600517.507488
"MWI",2010,3,12,0.989251,14769824,14611063.161824
"MWI",2010,3,13.5,0.991425,14769824,14643172.7592
"MWI",2010,3,15,0.992562,14769824,14659966.049088
"MWI",2010,3,15.5,0.99353,14769824,14674263.23872
"MWI",2010,3,16.5,0.994028,14769824,14681618.611072
"MWI",2010,3,17.5,0.994351,14769824,14686389.264224
"MYS",2009,3,0.5,0,27661017,0
"MYS",2009,3,1,4.008e-05,27661017,1108.65356136
"MYS",2009,3,2,0.00344103,27661017,95182.38932751
"MYS",2009,3,3,0.0243245,27661017,672840.4080165
"MYS",2009,3,4.5,0.0865603,27661017,2394345.9298251
"MYS",2009,3,8,0.26059,27661017,7208184.42003
"MYS",2009,3,9,0.306689,27661017,8483329.642713
"MYS",2009,3,10,0.352874,27661017,9760853.712858
"MYS",2009,3,11,0.394544,27661017,10913488.291248
"MYS",2009,3,12,0.431728,27661017,11942035.547376
"MYS",2009,3,13.5,0.486001,27661017,13443281.923017
"MYS",2009,3,14.5,0.518214,27661017,14334326.263638
"MYS",2009,3,17,0.588298,27661017,16272920.979066
"NAM",2010,3,1,0.0454404,2193643,99680.0153772
"NAM",2010,3,1.5,0.137495,2193643,301614.944285
"NAM",2010,3,4.5,0.609121,2193643,1336194.017803
"NAM",2010,3,5,0.643184,2193643,1410916.079312
"NAM",2010,3,5.5,0.672948,2193643,1476207.669564
"NAM",2010,3,6.5,0.727453,2193643,1595772.181279
"NAM",2010,3,9,0.809089,2193643,1774852.421227
"NAM",2010,3,10,0.912063,2193643,2000740.615509
"NAM",2010,3,11,0.848916,2193643,1862218.640988
"NAM",2010,3,11.5,0.857652,2193643,1881382.306236
"NAM",2010,3,13,0.876893,2193643,1923590.191199
"NAM",2010,3,14.5,0.890255,2193643,1952901.648965
"NAM",2010,3,16,0.901997,2193643,1978659.405071
"NAM",2010,3,16.5,0.905835,2193643,1987078.606905
"NAM",2010,3,17.5,0.912063,2193643,2000740.615509
"NER",2011,3,0.5,0.000797899,16946485,13521.583435015
"NER",2011,3,1,0.073488,16946485,1245363.28968
"NER",2011,3,2.5,0.70338,16946485,11919818.6193
"NER",2011,3,3.5,0.869905,16946485,14741832.033925
"NER",2011,3,4.5,0.924872,16946485,15673329.47492
"NER",2011,3,5,0.94342,16946485,15987652.8787
"NER",2011,3,6,0.9658,16946485,16366915.213
"NER",2011,3,6.5,0.970984,16946485,16454765.79124
"NER",2011,3,7,0.977283,16946485,16561511.700255
"NER",2011,3,8,0.983172,16946485,16661309.55042
"NER",2011,3,10,0.990906,16946485,16792373.66541
"NER",2011,3,10.5,0.991858,16946485,16808506.71913
"NER",2011,3,11.5,0.994152,16946485,16847381.95572
"NER",2011,3,12,0.994825,16946485,16858786.940125
"NER",2011,3,12.5,0.995849,16946485,16876140.140765
"NER",2011,3,13,0.996345,16946485,16884545.597325
"NER",2011,3,13.5,0.996717,16946485,16890849.689745
"NER",2011,3,15.5,0.99831,16946485,16917845.44035
"NER",2011,3,16.5,0.999144,16946485,16931978.80884
"NER",2011,3,17,0.999315,16946485,16934876.657775
"NGA",2010,3,0.5,0.042483,159424742,6772841.314386
"NGA",2010,3,3,0.751206,159424742,119760822.738852
"NGA",2010,3,5,0.901487,159424742,143719332.391354
"NGA",2010,3,6,0.935359,159424742,149119367.252378
"NGA",2010,3,7.5,0.962806,159424742,153495098.146052
"NGA",2010,3,8,0.968101,159424742,154339252.154942
"NGA",2010,3,8.5,0.972328,159424742,155013140.539376
"NGA",2010,3,9.5,0.979443,159424742,156147447.578706
"NGA",2010,3,10,0.981983,159424742,156552386.423386
"NGA",2010,3,10.5,0.98405,159424742,156881917.3651
"NGA",2010,3,12,0.989215,159424742,157705346.15753
"NGA",2010,3,14,0.992665,159424742,158255361.51743
"NGA",2010,3,14.5,0.993318,159424742,158359465.873956
"NGA",2010,3,15.5,0.99442,159424742,158535151.93964
"NGA",2010,3,16.5,0.995668,159424742,158734114.017656
"NGA",2010,3,17,0.995454,159424742,158699997.122868
"NGA",2010,3,17.5,0.995668,159424742,158734114.017656
"NIC",2009,3,0.5,0.00450247,5666595,25513.67398965
"NIC",2009,3,1.5,0.0703859,5666595,398848.3890105
"NIC",2009,3,3,0.241249,5666595,1367060.377155
"NIC",2009,3,3.5,0.301342,5666595,1707583.07049
"NIC",2009,3,4.5,0.425917,5666595,2413499.142615
"NIC",2009,3,6,0.572719,5666595,3245366.621805
"NIC",2009,3,6.5,0.613807,5666595,3478195.677165
"NIC",2009,3,7,0.6481,5666595,3672520.2195
"NIC",2009,3,8,0.709275,5666595,4019174.168625
"NIC",2009,3,8.5,0.73225,5666595,4149364.18875
"NIC",2009,3,9.5,0.778617,5666595,4412107.199115
"NIC",2009,3,10,0.798497,5666595,4524759.107715
"NIC",2009,3,11,0.830952,5666595,4708668.44844
"NIC",2009,3,11.5,0.844942,5666595,4787944.11249
"NIC",2009,3,12,0.855084,5666595,4845414.71898
"NIC",2009,3,14.5,0.897322,5666595,5084760.35859
"NIC",2009,3,15,0.903056,5666595,5117252.61432
"NIC",2009,3,15.5,0.908807,5666595,5149841.202165
"NIC",2009,3,18,0.935688,5666595,5302164.94236
"NLD",2012,3,0.5,0.00303233,16749318,50789.45945094
"NLD",2012,3,1.5,0.00320363,16749318,53658.61762434
"NLD",2012,3,2,0.00352513,16749318,59043.52336134
"NLD",2012,3,3,0.00352513,16749318,59043.52336134
"NLD",2012,3,4.5,0.00427213,16749318,71555.26390734
"NLD",2012,3,6,0.00464583,16749318,77814.48404394
"NLD",2012,3,7,0.00568124,16749318,95156.89539432
"NLD",2012,3,8.5,0.00628674,16749318,105298.60744332
"NLD",2012,3,9,0.00658034,16749318,110216.20720812
"NLD",2012,3,9.5,0.00738934,16749318,123766.40547012
"NLD",2012,3,10.5,0.00787804,16749318,131951.79717672
"NLD",2012,3,11,0.00885755,16749318,148357.9216509
"NLD",2012,3,12,0.0121721,16749318,203874.3736278
"NLD",2012,3,12.5,0.0139289,16749318,233299.5754902
"NLD",2012,3,13,0.0142558,16749318,238774.9275444
"NLD",2012,3,13.5,0.0147686,16749318,247363.9778148
"NLD",2012,3,14,0.0182083,16749318,304976.6069394
"NLD",2012,3,16,0.0312073,16749318,522700.9916214
"NLD",2012,3,17,0.0355609,16749318,595620.8224662
"NLD",2012,3,17.5,0.0405048,16749318,678427.7757264
"NLD",2012,3,18,0.0121721,16749318,203874.3736278
"NOR",2012,3,0.5,0.0022837,5018367,11460.4447179
"NOR",2012,3,2.5,0.0027879,5018367,13990.7053593
"NOR",2012,3,3,0.0032214,5018367,16166.1674538
"NOR",2012,3,4,0.0034513,5018367,17319.8900271
"NOR",2012,3,5,0.003553,5018367,17830.257951
"NOR",2012,3,5.5,0.0039999,5018367,20072.9661633
"NOR",2012,3,6,0.0042883,5018367,21520.2632061
"NOR",2012,3,7,0.0052269,5018367,26230.5024723
"NOR",2012,3,8,0.0053366,5018367,26781.0173322
"NOR",2012,3,8.5,0.005556,5018367,27882.047052
"NOR",2012,3,10.5,0.0073963,5018367,37117.3478421
"NOR",2012,3,11.5,0.0077241,5018367,38762.3685447
"NOR",2012,3,12.5,0.0093111,5018367,46726.5169737
"NOR",2012,3,13,0.0100887,5018367,50628.7991529
"NOR",2012,3,14.5,0.0073963,5018367,37117.3478421
"NOR",2012,3,15.5,0.0146004,5018367,73270.1655468
"NOR",2012,3,16,0.0152547,5018367,76553.6830749
"NOR",2012,3,16.5,0.0161795,5018367,81194.6688765
"NPL",2010,3,1,0.0109899,26875910,295363.563309
"NPL",2010,3,2,0.186658,26875910,5016603.60878
"NPL",2010,3,3.5,0.574117,26875910,15429916.82147
"NPL",2010,3,4,0.665455,26875910,17884708.68905
"NPL",2010,3,4.5,0.735876,26875910,19777337.14716
"NPL",2010,3,5.5,0.830299,26875910,22315041.19709
"NPL",2010,3,7.5,0.918711,26875910,24691194.15201
"NPL",2010,3,10,0.966665,26875910,25980001.54015
"NPL",2010,3,10.5,0.970926,26875910,26094519.79266
"NPL",2010,3,11,0.973696,26875910,26168966.06336
"NPL",2010,3,13.5,0.985218,26875910,26478630.29838
"NPL",2010,3,14,0.735876,26875910,19777337.14716
"NPL",2010,3,14.5,0.989244,26875910,26586832.71204
"NPL",2010,3,15,0.991116,26875910,26637144.41556
"NPL",2010,3,16.5,0.993616,26875910,26704334.19056
"NPL",2010,3,18,0.994935,26875910,26739783.51585
"PAK",2010,3,0.5,0,170043918,0
"PAK",2010,3,1,0.000862804,170043918,146714.572626072
"PAK",2010,3,2,0.10704,170043918,18201500.98272
"PAK",2010,3,2.5,0.254866,170043918,43338413.204988
"PAK",2010,3,3,0.419284,170043918,71296694.114712
"PAK",2010,3,3.5,0.556248,170043918,94586589.299664
"PAK",2010,3,5,0.805831,170043918,137026660.485858
"PAK",2010,3,5.5,0.850236,170043918,144577460.664648
"PAK",2010,3,9,0.961306,170043918,163464238.636908
"PAK",2010,3,10,0.967884,170043918,164582787.529512
"PAK",2010,3,11.5,0.97668,170043918,166078493.83224
"PAK",2010,3,13.5,0.983943,170043918,167313522.808674
"PAK",2010,3,14.5,0.986556,170043918,167757847.566408
"PAK",2010,3,15,0.987259,170043918,167877388.440762
"PAK",2010,3,15.5,0.988513,170043918,168090623.513934
"PAK",2010,3,16,0.988921,170043918,168160001.432478
"PAK",2010,3,16.5,0.989686,170043918,168290085.029748
"PAK",2010,3,17.5,0.991559,170043918,168608577.288162
"PAK",2010,3,18,0.991984,170043918,168680845.953312
"PAN",2013,3,1,0.0042119,3805683,16029.1562277
"PAN",2013,3,2.5,0.0527803,3805683,200865.0904449
"PAN",2013,3,3.5,0.0952728,3805683,362578.0753224
"PAN",2013,3,4.5,0.141639,3805683,539033.134437
"PAN",2013,3,5,0.166487,3805683,633596.745621
"PAN",2013,3,5.5,0.190761,3805683,725975.894763
"PAN",2013,3,6,0.21567,3805683,820771.65261
"PAN",2013,3,8.5,0.324232,3805683,1233924.210456
"PAN",2013,3,9.5,0.365044,3805683,1389241.745052
"PAN",2013,3,13,0.498359,3805683,1896596.374197
"PAN",2013,3,15.5,0.578691,3805683,2202314.500953
"PAN",2013,3,16,0.594052,3805683,2260773.597516
"PAN",2013,3,17.5,0.634207,3805683,2413590.798381
"PER",2013,3,1.5,0.0187746,30565461,573854.3040906
"PER",2013,3,3,0.0916035,30565461,2799903.2067135
"PER",2013,3,4,0.150318,30565461,4594538.966598
"PER",2013,3,4.5,0.181582,30565461,5550137.539302
"PER",2013,3,7,0.333713,30565461,10200091.686693
"PER",2013,3,7.5,0.362626,30565461,11083830.860586
"PER",2013,3,8,0.393161,30565461,12017147.212221
"PER",2013,3,9.5,0.47324,30565461,14464798.76364
"PER",2013,3,11,0.547695,30565461,16740550.162395
"PER",2013,3,12.5,0.615533,30565461,18814049.905713
"PER",2013,3,13,0.634946,30565461,19407417.200106
"PER",2013,3,14,0.673031,30565461,20571502.782291
"PER",2013,3,14.5,0.68632,30565461,20977687.19352
"PER",2013,3,15,0.703179,30565461,21492990.300519
"PER",2013,3,16.5,0.746017,30565461,22802353.518837
"PER",2013,3,17.5,0.76886,30565461,23500560.34446
"PER",2013,3,18,0.778767,30565461,23803372.366587
"PHL",2012,3,1.5,0.958555,96017322,92037884.08971
"PHL",2012,3,2,0.151906,96017322,14585607.315732
"PHL",2012,3,4,0.511023,96017322,49067059.940406
"PHL",2012,3,5,0.622651,96017322,59785281.560622
"PHL",2012,3,5.5,0.665586,96017322,63907785.280692
"PHL",2012,3,7.5,0.788612,96017322,75720412.337064
"PHL",2012,3,8.5,0.82847,96017322,79547470.75734
"PHL",2012,3,9,0.845054,96017322,81139822.025388
"PHL",2012,3,11.5,0.903337,96017322,86735999.603514
"PHL",2012,3,12.5,0.916718,96017322,88020807.389196
"PHL",2012,3,14.5,0.939734,96017322,90230742.072348
"PHL",2012,3,15.5,0.948241,96017322,91047561.430602
"PHL",2012,3,16,0.952176,96017322,91425389.592672
"PHL",2012,3,16.5,0.95547,96017322,91741670.65134
"PHL",2012,3,17,0.958555,96017322,92037884.08971
"PNG",2010,3,1,0.157454,6847517,1078168.941718
"PNG",2010,3,1.5,0.295359,6847517,2022475.773603
"PNG",2010,3,2,0.423172,6847517,2897677.463924
"PNG",2010,3,3,0.931414,6847517,6377873.199038
"PNG",2010,3,4,0.756833,6847517,5182426.833661
"PNG",2010,3,5,0.838451,6847517,5741307.476167
"PNG",2010,3,6.5,0.904771,6847517,6195434.803607
"PNG",2010,3,7.5,0.931414,6847517,6377873.199038
"PNG",2010,3,8.5,0.94691,6847517,6483982.32247
"PNG",2010,3,9,0.956028,6847517,6546417.982476
"PNG",2010,3,11,0.976389,6847517,6685840.276113
"PNG",2010,3,12.5,0.982186,6847517,6725535.332162
"PNG",2010,3,13,0.983319,6847517,6733293.568923
"PNG",2010,3,14,0.9866,6847517,6755760.2722
"PNG",2010,3,14.5,0.987527,6847517,6762107.920459
"PNG",2010,3,15.5,0.989395,6847517,6774899.082215
"PNG",2010,3,16,0.990325,6847517,6781267.273025
"PNG",2010,3,16.5,0.990836,6847517,6784766.354212
"PNG",2010,3,17,0.992123,6847517,6793579.108591
"POL",2012,3,1,0.00171733,38609486,66305.22859238
"POL",2012,3,1.5,1.98608e-05,38609486,766.8152795488
"POL",2012,3,2,0.000370926,38609486,14321.262204036
"POL",2012,3,2.5,0.000807949,38609486,31194.495604214
"POL",2012,3,4,0.0104163,38609486,402167.9890218
"POL",2012,3,5.5,0.0473282,38609486,1827317.4753052
"POL",2012,3,6,0.0645072,38609486,2490589.8352992
"POL",2012,3,7.5,0.137966,38609486,5326796.345476
"POL",2012,3,9,0.228604,38609486,8826282.937544
"POL",2012,3,9.5,0.260339,38609486,10051554.975754
"POL",2012,3,10.5,0.324243,38609486,12518855.569098
"POL",2012,3,11,0.356517,38609486,13764938.120262
"POL",2012,3,12.5,0.445758,38609486,17210487.260388
"POL",2012,3,13,0.473048,38609486,18264140.133328
"POL",2012,3,13.5,0.501039,38609486,19344858.255954
"POL",2012,3,14,0.526468,38609486,20326658.875448
"POL",2012,3,14.5,0.552089,38609486,21315872.516254
"POL",2012,3,15,0.578582,38609486,22338753.628852
"POL",2012,3,15.5,0.600717,38609486,23193374.601462
"POL",2012,3,16,0.62202,38609486,24015872.48172
"POL",2012,3,17.5,0.682034,38609486,26332982.174524
"PRT",2012,3,0.5,0.000708798,10515016,7453.022310768
"PRT",2012,3,1,0.00481438,10515016,50623.28273008
"PRT",2012,3,1.5,0.00535788,10515016,56338.19392608
"PRT",2012,3,2,0.00737168,10515016,77513.33314688
"PRT",2012,3,4.5,0.027575,10515016,289951.5662
"PRT",2012,3,7,0.0697187,10515016,733093.2459992
"PRT",2012,3,9,0.108649,10515016,1142445.973384
"PRT",2012,3,9.5,0.118513,10515016,1246166.091208
"PRT",2012,3,10.5,0.144923,10515016,1523867.663768
"PRT",2012,3,11,0.155095,10515016,1630826.40652
"PRT",2012,3,12,0.180653,10515016,1899569.185448
"PRT",2012,3,13,0.210333,10515016,2211654.860328
"PRT",2012,3,15,0.287418,10515016,3022204.868688
"PRT",2012,3,17,0.367845,10515016,3867896.06052
"PRY",2013,3,1,0.00823037,6465669,53214.84816753
"PRY",2013,3,1.5,0.0143922,6465669,93055.2013818
"PRY",2013,3,2.5,0.0415397,6465669,268581.9505593
"PRY",2013,3,3,0.0573699,6465669,370934.7839631
"PRY",2013,3,4,0.106258,6465669,687029.056602
"PRY",2013,3,5.5,0.198194,6465669,1281456.801786
"PRY",2013,3,6.5,0.250578,6465669,1620154.406682
"PRY",2013,3,7.5,0.306822,6465669,1983809.493918
"PRY",2013,3,8,0.339844,6465669,2197318.815636
"PRY",2013,3,8.5,0.366817,6465669,2371717.305573
"PRY",2013,3,9,0.396355,6465669,2562700.236495
"PRY",2013,3,11,0.490358,6465669,3170492.519502
"PRY",2013,3,11.5,0.50874,6465669,3289344.44706
"PRY",2013,3,15.5,0.643744,6465669,4162235.624736
"PRY",2013,3,16,0.656932,6465669,4247504.867508
"PRY",2013,3,16.5,0.670921,6465669,4337953.111149
