"iso3","year","type","l","headcount","pop","p"
"PRY",2013,3,17,0.686215,6465669,4436839.052835
"PRY",2013,3,18,0.709077,6465669,4584657.177513
"ROU",2012,3,0.5,0.0112035,19944954,223453.292139
"ROU",2012,3,1,0.0228386,19944954,455514.8264244
"ROU",2012,3,2.5,0.017229,19944954,343631.612466
"ROU",2012,3,4,0.0971993,19944954,1938635.5673322
"ROU",2012,3,4.5,0.142234,19944954,2836850.587236
"ROU",2012,3,5,0.189971,19944954,3788962.856334
"ROU",2012,3,5.5,0.242048,19944954,4827636.225792
"ROU",2012,3,6,0.296422,19944954,5912123.154588
"ROU",2012,3,6.5,0.356651,19944954,7113387.789054
"ROU",2012,3,12,0.816702,19944954,16289083.821708
"ROU",2012,3,13,0.855542,19944954,17063745.835068
"ROU",2012,3,14,0.888344,19944954,17717980.216176
"ROU",2012,3,14.5,0.901843,19944954,17987217.150222
"ROU",2012,3,16.5,0.939914,19944954,18746541.493956
"ROU",2012,3,17.5,0.953548,19944954,19018470.996792
"RUS",2012,3,1.5,0.000116499,143287536,16692.854656464
"RUS",2012,3,4.5,0.0191197,143287536,2739614.7020592
"RUS",2012,3,6.5,0.0580311,143287536,8315133.3303696
"RUS",2012,3,8,0.102501,143287536,14687115.727536
"RUS",2012,3,10,0.174042,143287536,24938049.340512
"RUS",2012,3,10.5,0.193464,143287536,27720979.864704
"RUS",2012,3,11,0.379467,143287536,54372891.423312
"RUS",2012,3,12,0.258022,143287536,36971336.613792
"RUS",2012,3,12.5,0.279117,143287536,39993987.185712
"RUS",2012,3,14,0.341924,143287536,48993447.459264
"RUS",2012,3,14.5,0.360879,143287536,51709462.704144
"RUS",2012,3,15,0.379467,143287536,54372891.423312
"RUS",2012,3,15.5,0.39745,143287536,56949631.1832
"RUS",2012,3,16.5,0.43159,143287536,61841467.66224
"RUS",2012,3,17.5,0.466519,143287536,66846358.007184
"RUS",2012,3,18,0.483122,143287536,69225360.967392
"RWA",2011,3,0.5,0.0253578,10556429,267687.8152962
"RWA",2011,3,1,0.230175,10556429,2429826.045075
"RWA",2011,3,3.5,0.838051,10556429,8846825.879879
"RWA",2011,3,5,0.905552,10556429,9559395.393808
"RWA",2011,3,5.5,0.916425,10556429,9674175.446325
"RWA",2011,3,7,0.93842,10556429,9906364.10218
"RWA",2011,3,7.5,0.944738,10556429,9973059.620602
"RWA",2011,3,8,0.949022,10556429,10018283.362438
"RWA",2011,3,10,0.96431,10556429,10179670.04899
"RWA",2011,3,12,0.972669,10556429,10267911.239001
"RWA",2011,3,13.5,0.976874,10556429,10312301.022946
"RWA",2011,3,14,0.978116,10556429,10325412.107764
"RWA",2011,3,14.5,0.979203,10556429,10336886.946087
"RWA",2011,3,17,0.985097,10556429,10399106.538613
"SDN",2009,3,0.5,0.0021606,35297298,76263.3420588
"SDN",2009,3,3.5,0.467083,35297298,16486767.841734
"SDN",2009,3,8.5,0.908354,35297298,32062441.827492
"SDN",2009,3,10.5,0.948599,35297298,33482981.585502
"SDN",2009,3,11,0.956397,35297298,33758229.915306
"SDN",2009,3,11.5,0.96342,35297298,34006122.83916
"SDN",2009,3,12,0.967714,35297298,34157689.436772
"SDN",2009,3,13,0.972856,35297298,34339188.143088
"SDN",2009,3,13.5,0.976059,35297298,34452245.388582
"SDN",2009,3,15,0.982321,35297298,34673277.068658
"SDN",2009,3,18,0.908354,35297298,32062441.827492
"SEN",2011,3,1,0.095737,13357003,1278759.396211
"SEN",2011,3,1.5,0.25876,13357003,3456258.09628
"SEN",2011,3,2.5,0.533405,13357003,7124692.185215
"SEN",2011,3,4,0.77325,13357003,10328302.56975
"SEN",2011,3,5.5,0.880637,13357003,11762671.050911
"SEN",2011,3,7.5,0.933183,13357003,12464528.130549
"SEN",2011,3,9,0.957827,13357003,12793698.112481
"SEN",2011,3,11.5,0.979582,13357003,13084279.712746
"SEN",2011,3,12.5,0.984308,13357003,13147404.908924
"SEN",2011,3,14,0.989177,13357003,13212440.156531
"SEN",2011,3,17,0.994992,13357003,13290111.128976
"SLB",2005,3,1,0.159845,469306,75016.21757
"SLB",2005,3,5,0.848746,469306,398321.590276
"SLB",2005,3,7,0.916712,469306,430218.441872
"SLB",2005,3,7.5,0.934046,469306,438353.392076
"SLB",2005,3,9.5,0.957946,469306,449569.805476
"SLB",2005,3,10,0.962925,469306,451906.48005
"SLB",2005,3,12,0.974659,469306,457413.316654
"SLB",2005,3,13,0.979511,469306,459690.389366
"SLB",2005,3,15.5,0.986708,469306,463067.984648
"SLB",2005,3,16.5,0.979511,469306,459690.389366
"SLB",2005,3,18,0.991932,469306,465519.639192
"SLE",2011,3,2,0.559497,5908908,3306016.299276
"SLE",2011,3,5.5,0.947204,5908908,5596941.293232
"SLE",2011,3,7.5,0.982627,5908908,5806252.541316
"SLE",2011,3,10,0.994218,5908908,5874742.693944
"SLE",2011,3,11,0.996217,5908908,5886554.601036
"SLE",2011,3,14,0.998509,5908908,5900097.818172
"SLE",2011,3,15,0.999188,5908908,5904109.966704
"SLE",2011,3,17,0.999687,5908908,5907058.511796
"SLE",2011,3,17.5,0.999687,5908908,5907058.511796
"SLV",2013,3,1.5,0.0153258,6089644,93328.6660152
"SLV",2013,3,4,0.200738,6089644,1222422.957272
"SLV",2013,3,7.5,0.52445,6089644,3193713.7958
"SLV",2013,3,11,0.728228,6089644,4434649.270832
"SLV",2013,3,16,0.52445,6089644,3193713.7958
"SLV",2013,3,17,0.874521,6089644,5325521.560524
"SRB",2010,3,2,0.00199528,9059046,18075.33330288
"SRB",2010,3,3.5,0.0223417,9059046,202394.4880182
"SRB",2010,3,5.5,0.0969296,9059046,878089.7051616
"SRB",2010,3,6,0.125085,9059046,1133150.76891
"SRB",2010,3,9,0.338903,9059046,3070137.866538
"SRB",2010,3,10,0.409223,9059046,3707169.981258
"SRB",2010,3,13,0.62444,9059046,5656830.68424
"SRB",2010,3,17.5,0.80907,9059046,7329402.34722
"STP",2010,3,1.5,0.195313,170880,33375.08544
"STP",2010,3,2,0.379528,170880,64853.74464
"STP",2010,3,6,0.947006,170880,161824.38528
"STP",2010,3,9.5,0.989228,170880,169039.28064
"STP",2010,3,15,0.999913,170880,170865.13344
"STP",2010,3,15.5,0.999913,170880,170865.13344
"STP",2010,3,18,0.999913,170880,170865.13344
"SUR",1999,3,6,0.61157,475637,290885.32009
"SUR",1999,3,6.5,0.677033,475637,322021.945021
"SUR",1999,3,13,0.856351,475637,407312.220587
"SUR",1999,3,14.5,0.888756,475637,422725.237572
"SUR",1999,3,18,0.908438,475637,432086.725006
"SVK",2012,3,3,0.00408423,5415496,22118.13122808
"SVK",2012,3,9.5,0.0511917,5415496,277228.4465832
"SVK",2012,3,14.5,0.12776,5415496,691883.76896
"SVK",2012,3,16.5,0.177236,5415496,959820.849056
"SVK",2012,3,18,0.220296,5415496,1193012.106816
"SVN",2012,3,4.5,0.001392,2062881,2871.530352
"SVN",2012,3,6,0.00280095,2062881,5778.02653695
"SVN",2012,3,7.5,0.00724281,2062881,14941.05513561
"SVN",2012,3,9.5,0.0146676,2062881,30257.5133556
"SVN",2012,3,14,0.0668282,2062881,137858.6240442
"SVN",2012,3,16.5,0.102994,2062881,212464.365714
"SVN",2012,3,18,0.128697,2062881,265486.596057
"SWE",2012,3,5,0.00845331,9543457,80673.80049267
"SWE",2012,3,7.5,0.024235,9543457,231285.680395
"SWE",2012,3,8.5,0.0146301,9543457,139621.7302557
"SWE",2012,3,11,0.0189731,9543457,181068.9640067
"SWE",2012,3,12.5,0.024235,9543457,231285.680395
"SWE",2012,3,14,0.0278655,9543457,265933.2010335
"SWE",2012,3,15.5,0.0348747,9543457,332825.1998379
"SWZ",2009,3,0.5,0.031493,1173529,36957.948797
"SWZ",2009,3,4.5,0.760685,1173529,892685.907365
"SWZ",2009,3,6,0.937952,1173529,1100713.872608
"SWZ",2009,3,6.5,0.856409,1173529,1005020.797361
"SWZ",2009,3,7.5,0.881878,1173529,1034909.407462
"SWZ",2009,3,11,0.937952,1173529,1100713.872608
"SWZ",2009,3,13,0.952334,1173529,1117591.566686
"SWZ",2009,3,17.5,0.977052,1173529,1146598.856508
"SWZ",2009,3,18,0.978022,1173529,1147737.179638
"SYC",2006,3,0.5,0,89896,0
"SYC",2006,3,2,0.00372482,89896,334.84641872
"SYC",2006,3,4,0.0404639,89896,3637.5427544
"SYC",2006,3,6.5,0.175329,89896,15761.375784
"SYC",2006,3,10,0.368864,89896,33159.398144
"SYC",2006,3,10.5,0.400573,89896,36009.910408
"SYC",2006,3,16.5,0.65394,89896,58786.59024
"TCD",2011,3,1,0.1543,12298512,1897660.4016
"TCD",2011,3,2,0.409265,12298512,5033350.51368
"TCD",2011,3,3.5,0.703825,12298512,8656000.2084
"TCD",2011,3,10.5,0.97059,12298512,11936812.76208
"TCD",2011,3,17,0.992992,12298512,12212324.027904
"TCD",2011,3,18,0.994884,12298512,12235592.812608
"TGO",2011,3,1,0.24945,6566179,1637933.35155
"TGO",2011,3,2,0.563654,6566179,3701053.058066
"TGO",2011,3,4,0.822654,6566179,5401693.419066
"TGO",2011,3,8,0.958454,6566179,6293380.527266
"TGO",2011,3,8.5,0.982552,6566179,6451612.308808
"TGO",2011,3,9,0.969551,6566179,6366245.415629
"TGO",2011,3,9.5,0.973618,6566179,6392950.065622
"TGO",2011,3,10.5,0.979626,6566179,6432399.669054
"TGO",2011,3,11.5,0.982552,6566179,6451612.308808
"TGO",2011,3,13.5,0.989229,6566179,6495454.685991
"TGO",2011,3,14.5,0.99192,6566179,6513124.27368
"TGO",2011,3,15,0.992366,6566179,6516052.789514
"TGO",2011,3,16.5,0.993509,6566179,6523557.932111
"THA",2012,3,1,0,67164130,0
"THA",2012,3,1.5,0.000219098,67164130,14715.52655474
"THA",2012,3,2.5,0.00387801,67164130,260463.1677813
"THA",2012,3,6,0.177006,67164130,11888453.99478
"THA",2012,3,8,0.333045,67164130,22368677.67585
"THA",2012,3,8.5,0.366968,67164130,24647086.45784
"THA",2012,3,9,0.399549,67164130,26835360.97737
"THA",2012,3,9.5,0.429885,67164130,28872852.02505
"THA",2012,3,11,0.514116,67164130,34530153.85908
"THA",2012,3,12,0.563341,67164130,37836308.15833
"THA",2012,3,13,0.606772,67164130,40753313.48836
"THA",2012,3,13.5,0.627417,67164130,42139916.95221
"THA",2012,3,14,0.647152,67164130,43465401.05776
"THA",2012,3,16.5,0.727554,67164130,48865531.43802
"TJK",2009,3,2.5,0.121813,7414960,903238.52248
"TJK",2009,3,4.5,0.479183,7414960,3553122.77768
"TJK",2009,3,5,0.56335,7414960,4177217.716
"TJK",2009,3,7,0.783843,7414960,5812164.49128
"TJK",2009,3,9,0.883899,7414960,6554075.72904
"TJK",2009,3,11,0.949573,7414960,7041045.81208
"TJK",2009,3,11.5,0.955672,7414960,7086269.65312
"TJK",2009,3,12,0.963419,7414960,7143713.34824
"TJK",2009,3,12.5,0.968169,7414960,7178934.40824
"TJK",2009,3,13,0.969339,7414960,7187609.91144
"TJK",2009,3,14.5,0.980294,7414960,7268840.79824
"TJK",2009,3,15.5,0.982724,7414960,7286859.15104
"TJK",2009,3,18,0.98785,7414960,7324868.236
"TKM",1998,3,2,0.45214,4395293,1987287.77702
"TKM",1998,3,5,0.872243,4395293,3833763.552199
"TKM",1998,3,5.5,0.894997,4395293,3933774.049121
"TKM",1998,3,7,0.937279,4395293,4119615.827747
"TKM",1998,3,8,0.953294,4395293,4190006.445142
"TKM",1998,3,9,0.964177,4395293,4237840.418861
"TKM",1998,3,9.5,0.96834,4395293,4256138.02362
"TKM",1998,3,10,0.971873,4395293,4271666.593789
"TKM",1998,3,10.5,0.974894,4395293,4284944.773942
"TKM",1998,3,12.5,0.983453,4395293,4322564.086729
"TKM",1998,3,13,0.984978,4395293,4329266.908554
"TKM",1998,3,13.5,0.986329,4395293,4335204.949397
"TKM",1998,3,14.5,0.988608,4395293,4345221.822144
"TKM",1998,3,15.5,0.990442,4395293,4353282.789506
"TKM",1998,3,16.5,0.991941,4395293,4359871.333713
"TKM",1998,3,17,0.992589,4395293,4362719.483577
"TON",2009,3,2.5,0.0400093,103416,4137.6017688
"TON",2009,3,5,0.27136,103416,28062.96576
"TON",2009,3,5.5,0.325869,103416,33700.068504
"TON",2009,3,6.5,0.42133,103416,43572.26328
"TON",2009,3,7,0.46233,103416,47812.31928
"TON",2009,3,8.5,0.576994,103416,59670.411504
"TON",2009,3,10.5,0.699679,103416,72358.003464
"TON",2009,3,11.5,0.747831,103416,77337.690696
"TON",2009,3,12,0.761519,103416,78753.248904
"TON",2009,3,15,0.845501,103416,87438.331416
"TON",2009,3,16.5,0.873728,103416,90357.454848
"TTO",1992,3,0.5,0.122483,1237486,151570.997738
"TTO",1992,3,1,0.480209,1237486,594251.914574
"TTO",1992,3,1.5,0.450826,1237486,557890.863436
"TTO",1992,3,2.5,0.0788209,1237486,97539.7602574
"TTO",1992,3,3,0.118468,1237486,146602.491448
"TTO",1992,3,3.5,0.159419,1237486,197278.780634
"TTO",1992,3,4,0.201337,1237486,249151.718782
"TTO",1992,3,4.5,0.24384,1237486,301748.58624
"TTO",1992,3,6,0.370731,1237486,458774.422266
"TTO",1992,3,6.5,0.411486,1237486,509208.164196
"TTO",1992,3,7,0.450885,1237486,557963.87511
"TTO",1992,3,7.5,0.488655,1237486,604703.72133
"TTO",1992,3,8.5,0.558539,1237486,691184.192954
"TTO",1992,3,10,0.64791,1237486,801779.55426
"TTO",1992,3,10.5,0.850923,1237486,1053005.299578
"TTO",1992,3,11,0.697292,1237486,862889.087912
"TTO",1992,3,11.5,0.719149,1237486,889936.819414
"TTO",1992,3,12,0.739257,1237486,914820.187902
"TTO",1992,3,13.5,0.370731,1237486,458774.422266
"TTO",1992,3,14,0.558539,1237486,691184.192954
"TTO",1992,3,15.5,0.840757,1237486,1040425.016902
"TTO",1992,3,16,0.850923,1237486,1053005.299578
"TTO",1992,3,16.5,0.860277,1237486,1064580.743622
"TUN",2010,3,0.5,0,10639194,0
"TUN",2010,3,1,0.00119181,10639194,12679.89780114
"TUN",2010,3,2,0.0242868,10639194,258391.9768392
"TUN",2010,3,2.5,0.0470629,10639194,500711.3233026
"TUN",2010,3,4,0.15743,10639194,1674928.31142
"TUN",2010,3,5,0.250498,10639194,2665096.818612
"TUN",2010,3,5.5,0.30595,10639194,3255061.4043
"TUN",2010,3,6,0.356941,10639194,3797564.545554
"TUN",2010,3,7,0.449409,10639194,4781349.536346
"TUN",2010,3,8,0.534556,10639194,5687244.987864
"TUN",2010,3,8.5,0.572872,10639194,6094896.345168
"TUN",2010,3,9,0.609044,10639194,6479737.270536
"TUN",2010,3,9.5,0.641748,10639194,6827681.471112
"TUN",2010,3,10,0.670335,10639194,7131824.10999
"TUN",2010,3,10.5,0.700183,10639194,7449382.772502
"TUN",2010,3,11,0.724028,10639194,7703074.353432
"TUN",2010,3,13,0.798403,10639194,8494364.407182
"TUN",2010,3,13.5,0.813838,10639194,8658580.366572
"TUN",2010,3,14.5,0.84102,10639194,8947774.93788
"TUN",2010,3,16,0.874728,10639194,9306400.889232
"TUN",2010,3,18,0.907026,10639194,9650025.577044
"TUR",2012,3,0.5,0,74849187,0
"TUR",2012,3,1.5,0,74849187,0
"TUR",2012,3,3.5,0.0452411,74849187,3386259.5539857
"TUR",2012,3,4,0.061499,74849187,4603150.151313
"TUR",2012,3,4.5,0.0806221,74849187,6034498.6392327
"TUR",2012,3,5,0.103434,74849187,7741950.808158
"TUR",2012,3,6.5,0.179168,74849187,13410579.136416
"TUR",2012,3,7,0.207209,74849187,15509425.189083
"TUR",2012,3,7.5,0.233235,74849187,17457450.129945
"TUR",2012,3,8,0.460785,74849187,34489382.631795
"TUR",2012,3,9.5,0.348791,74849187,26106722.782917
"TUR",2012,3,11.5,0.460785,74849187,34489382.631795
"TUR",2012,3,12,0.486162,74849187,36388830.450294
"TUR",2012,3,12.5,0.511636,74849187,38295538.639932
"TUR",2012,3,14,0.572641,74849187,42861713.292867
"TUR",2012,3,14.5,0.591572,74849187,44278683.251964
"TUR",2012,3,15,0.612374,74849187,45835696.039938
"TUR",2012,3,15.5,0.632114,74849187,47313218.991318
"TUR",2012,3,16,0.648574,74849187,48545236.609338
"TUR",2012,3,16.5,0.66445,74849187,49733542.30215
"TZA",2012,3,1,0.0950043,48645709,4621551.5315487
"TZA",2012,3,2,0.50715,48645709,24670671.31935
"TZA",2012,3,2.5,0.959755,48645709,46687962.441295
"TZA",2012,3,3.5,0.812499,48645709,39524589.916791
"TZA",2012,3,4,0.856045,48645709,41642915.960905
"TZA",2012,3,4.5,0.887,48645709,43148743.883
"TZA",2012,3,6.5,0.950354,48645709,46230644.130986
"TZA",2012,3,7,0.959755,48645709,46687962.441295
"TZA",2012,3,7.5,0.964002,48645709,46894560.767418
"TZA",2012,3,8,0.968516,48645709,47114147.497844
"TZA",2012,3,8.5,0.973985,48645709,47380190.880365
"TZA",2012,3,9,0.976657,48645709,47510172.214813
"TZA",2012,3,11,0.98543,48645709,47936941.01987
"TZA",2012,3,11.5,0.987435,48645709,48034475.666415
"TZA",2012,3,12.5,0.989911,48645709,48154922.441899
"TZA",2012,3,13,0.990658,48645709,48191260.786522
"TZA",2012,3,13.5,0.99144,48645709,48229301.73096
"TZA",2012,3,15,0.993499,48645709,48329463.245791
"TZA",2012,3,15.5,0.994486,48645709,48377476.560574
"TZA",2012,3,16,0.99491,48645709,48398102.34119
"TZA",2012,3,16.5,0.995108,48645709,48407734.191572
"TZA",2012,3,17,0.990658,48645709,48191260.786522
"TZA",2012,3,17.5,0.995679,48645709,48435510.891411
"UGA",2012,3,0.5,0.00422269,35400620,149485.8440678
"UGA",2012,3,1.5,0.205975,35400620,7291642.7045
"UGA",2012,3,2.5,0.505961,35400620,17911333.09582
"UGA",2012,3,3.5,0.693226,35400620,24540630.20012
"UGA",2012,3,5.5,0.853915,35400620,30229120.4273
"UGA",2012,3,6,0.874482,35400620,30957204.97884
"UGA",2012,3,7,0.904646,35400620,32025029.28052
"UGA",2012,3,7.5,0.915749,35400620,32418082.36438
"UGA",2012,3,8,0.926949,35400620,32814569.30838
"UGA",2012,3,9,0.942423,35400620,33362358.50226
"UGA",2012,3,10.5,0.959736,35400620,33975249.43632
"UGA",2012,3,12,0.968183,35400620,34274278.47346
"UGA",2012,3,12.5,0.972205,35400620,34416659.7671
"UGA",2012,3,13.5,0.975519,35400620,34533977.42178
"UGA",2012,3,14,0.977909,35400620,34618584.90358
"UGA",2012,3,14.5,0.979687,35400620,34681527.20594
"UGA",2012,3,16,0.984291,35400620,34844511.66042
"UGA",2012,3,16.5,0.984971,35400620,34868584.08202
"UGA",2012,3,17,0.985744,35400620,34895948.76128
"UKR",2013,3,1.5,0,45165211,0
"UKR",2013,3,2.5,4.41001e-05,45165211,1991.7903216211
"UKR",2013,3,3,0.000803683,45165211,36298.512272113
"UKR",2013,3,4,0.00474121,45165211,214137.75004531
"UKR",2013,3,4.5,0.0118687,45165211,536052.3397957
"UKR",2013,3,5,0.0210652,45165211,951414.2027572
"UKR",2013,3,6.5,0.0753667,45165211,3403952.9078737
"UKR",2013,3,7,0.101804,45165211,4597999.140644
"UKR",2013,3,7.5,0.132209,45165211,5971247.381099
"UKR",2013,3,8,0.0753667,45165211,3403952.9078737
"UKR",2013,3,9,0.252701,45165211,11413293.984911
"UKR",2013,3,9.5,0.296455,45165211,13389452.627005
"UKR",2013,3,10,0.342172,45165211,15454270.578292
"UKR",2013,3,10.5,0.386202,45165211,17442894.818622
"UKR",2013,3,12.5,0.564348,45165211,25488896.497428
"UKR",2013,3,15.5,0.752999,45165211,34009358.717789
"UKR",2013,3,16,0.777508,45165211,35116312.874188
"UKR",2013,3,17,0.81587,45165211,36848940.69857
"UKR",2013,3,17.5,0.0753667,45165211,3403952.9078737
"UKR",2013,3,18,0.844576,45165211,38145453.245536
"URY",2013,3,1,0.000716613,3407969,2442.194888997
"URY",2013,3,1.5,0.00194129,3407969,6615.85614001
"URY",2013,3,2,0.00394299,3407969,13437.58768731
"URY",2013,3,2.5,0.00771198,3407969,26282.18876862
"URY",2013,3,4,0.031265,3407969,106550.150785
"URY",2013,3,4.5,0.0432057,3407969,147243.6862233
"URY",2013,3,6,0.0873874,3407969,297813.5501906
"URY",2013,3,6.5,0.104987,3407969,357792.441403
"URY",2013,3,7,0.122255,3407969,416641.250095
"URY",2013,3,8,0.159655,3407969,544099.290695
"URY",2013,3,8.5,0.177827,3407969,606028.903363
"URY",2013,3,9,0.194873,3407969,664121.142937
"URY",2013,3,10,0.231285,3407969,788212.110165
"URY",2013,3,10.5,0.250042,3407969,852135.384698
"URY",2013,3,11.5,0.286337,3407969,975827.619553
"URY",2013,3,12.5,0.194873,3407969,664121.142937
"URY",2013,3,13,0.337749,3407969,1151038.121781
"URY",2013,3,13.5,0.355422,3407969,1211267.157918
"URY",2013,3,14.5,0.392654,3407969,1338152.659726
"URY",2013,3,15,0.408803,3407969,1393187.951107
"URY",2013,3,15.5,0.425015,3407969,1448437.944535
"URY",2013,3,16,0.441131,3407969,1503360.772939
"URY",2013,3,16.5,0.457009,3407969,1557472.504721
"URY",2013,3,17.5,0.489143,3407969,1666984.180567
"URY",2013,3,18,0.503419,3407969,1715636.346011
"USA",2013,3,1,0.0100189,317135919,3177353.0588691
"USA",2013,3,1.5,0.0100189,317135919,3177353.0588691
"USA",2013,3,2,0.0100189,317135919,3177353.0588691
"USA",2013,3,3,0.0133485,317135919,4233288.8147715
"USA",2013,3,3.5,0.0133485,317135919,4233288.8147715
"USA",2013,3,4.5,0.0166682,317135919,5286084.9250758
"USA",2013,3,5.5,0.0200078,317135919,6345192.0401682
"USA",2013,3,7,0.0233374,317135919,7401127.7960706
"USA",2013,3,8,0.0299967,317135919,9513031.0214673
"USA",2013,3,10,0.036656,317135919,11624934.246864
"USA",2013,3,11,0.0433352,317135919,13743148.4770488
"USA",2013,3,11.5,0.0466749,317135919,14802287.3057331
"USA",2013,3,12,0.0500045,317135919,15858223.0616355
"USA",2013,3,12.5,0.0533241,317135919,16910987.4583479
"USA",2013,3,13,0.0566438,317135919,17963783.5686522
"USA",2013,3,14,0.063333,317135919,20085169.158027
"USA",2013,3,15,0.0733219,317135919,23253008.1393261
"USA",2013,3,15.5,0.0766416,317135919,24305804.2496304
"USA",2013,3,16,0.0833308,317135919,26427189.8390052
"USA",2013,3,18,0.103339,317135919,32772508.733541
"UZB",2003,3,0.5,0.0358073,25353547,907842.0634931
"UZB",2003,3,1,0.218158,25353547,5531079.106426
"UZB",2003,3,1.5,0.505768,25353547,12823012.759096
"UZB",2003,3,3,0.868915,25353547,22030077.291505
"UZB",2003,3,3.5,0.90846,25353547,23032683.30762
"UZB",2003,3,5,0.962697,25353547,24407783.636259
"UZB",2003,3,6,0.976022,25353547,24745619.650034
"UZB",2003,3,6.5,0.980837,25353547,24867696.978839
"UZB",2003,3,7,0.984701,25353547,24965663.084447
"UZB",2003,3,7.5,0.987974,25353547,25048645.243778
"UZB",2003,3,9,0.993477,25353547,25188165.812919
"UZB",2003,3,9.5,0.976022,25353547,24745619.650034
"UZB",2003,3,11.5,0.9976,25353547,25292698.4872
"UZB",2003,3,12.5,0.997947,25353547,25301496.168009
"UZB",2003,3,13,0.998143,25353547,25306465.463221
"UZB",2003,3,13.5,0.998216,25353547,25308316.272152
"UZB",2003,3,14.5,0.998586,25353547,25317697.084542
"UZB",2003,3,15,0.998586,25353547,25317697.084542
"UZB",2003,3,15.5,0.962697,25353547,24407783.636259
"UZB",2003,3,16,0.998952,25353547,25326976.482744
"UZB",2003,3,16.5,0.998952,25353547,25326976.482744
"UZB",2003,3,17,0.998997,25353547,25328117.392359
"UZB",2003,3,17.5,0.999071,25353547,25329993.554837
"VEN",2006,3,2,0.095253,27221228,2592903.630684
"VEN",2006,3,2.5,0.118183,27221228,3217086.388724
"VEN",2006,3,3,0.143728,27221228,3912452.657984
"VEN",2006,3,4.5,0.242127,27221228,6590994.271956
"VEN",2006,3,7,0.412278,27221228,11222713.437384
"VEN",2006,3,7.5,0.444883,27221228,12110261.576324
"VEN",2006,3,8,0.474192,27221228,12908088.547776
"VEN",2006,3,9,0.535372,27221228,14573483.276816
"VEN",2006,3,9.5,0.559718,27221228,15236211.293704
"VEN",2006,3,10,0.586629,27221228,15968761.760412
"VEN",2006,3,10.5,0.559718,27221228,15236211.293704
"VEN",2006,3,11.5,0.654162,27221228,17807092.950936
"VEN",2006,3,12,0.670869,27221228,18261878.007132
"VEN",2006,3,12.5,0.690278,27221228,18790214.821384
"VEN",2006,3,13,0.708664,27221228,19290704.319392
"VEN",2006,3,14.5,0.753239,27221228,20504090.557492
"VEN",2006,3,15,0.766058,27221228,20853039.479224
"VEN",2006,3,15.5,0.779741,27221228,21225507.541948
"VEN",2006,3,16.5,0.801982,27221228,21830934.873896
"VEN",2006,3,17,0.81459,27221228,22174140.11652
"VEN",2006,3,17.5,0.823377,27221228,22413333.046956
"VEN",2006,3,18,0.831884,27221228,22644904.033552
"VNM",2012,3,0.5,0,90335547,0
"VNM",2012,3,1,0.00163999,90335547,148149.39372453
"VNM",2012,3,2,0.0392039,90335547,3541505.7510333
"VNM",2012,3,2.5,0.0780831,90335547,7053679.5499557
"VNM",2012,3,4.5,0.321729,90335547,29063565.200763
"VNM",2012,3,5,0.378725,90335547,34212330.037575
"VNM",2012,3,5.5,0.434698,90335547,39268681.609806
"VNM",2012,3,6,0.485067,90335547,43818792.776649
"VNM",2012,3,6.5,0.53518,90335547,48345778.04346
"VNM",2012,3,7,0.58011,90335547,52404554.17017
"VNM",2012,3,7.5,0.621969,90335547,56185909.832043
"VNM",2012,3,8,0.657149,90335547,59363914.375503
"VNM",2012,3,8.5,0.69007,90335547,62337850.91829
"VNM",2012,3,10,0.76905,90335547,69472552.42035
"VNM",2012,3,12,0.836286,90335547,75546353.258442
"VNM",2012,3,12.5,0.849741,90335547,76761818.043327
"VNM",2012,3,13.5,0.873508,90335547,78908822.988876
"VNM",2012,3,14.5,0.892643,90335547,80637393.680721
"VNM",2012,3,15,0.9004,90335547,81338126.5188
"VNM",2012,3,15.5,0.910325,90335547,82234706.822775
"VNM",2012,3,16.5,0.0392039,90335547,3541505.7510333
"VNM",2012,3,18,0.934923,90335547,84456780.607881
"VUT",2010,3,0.5,0.00108551,236299,256.50492749
"VUT",2010,3,1.5,0.0767465,236299,18135.1212035
"VUT",2010,3,3,0.368897,236299,87169.992203
"VUT",2010,3,3.5,0.47075,236299,111237.75425
"VUT",2010,3,4,0.554619,236299,131055.915081
"VUT",2010,3,5.5,0.734754,236299,173621.635446
"VUT",2010,3,6,0.776397,236299,183461.834703
"VUT",2010,3,6.5,0.817662,236299,193212.712938
"VUT",2010,3,9.5,0.922979,236299,218099.014721
"VUT",2010,3,10,0.930787,236299,219944.037313
"VUT",2010,3,10.5,0.940379,236299,222210.617321
"VUT",2010,3,11.5,0.953104,236299,225217.522096
"VUT",2010,3,12.5,0.965314,236299,228102.732886
"VUT",2010,3,13,0.969378,236299,229063.052022
"VUT",2010,3,13.5,0.972386,236299,229773.839414
"VUT",2010,3,14,0.974636,236299,230305.512164
"VUT",2010,3,14.5,0.977549,236299,230993.851151
"VUT",2010,3,15,0.978791,236299,231287.334509
"VUT",2010,3,15.5,0.979877,236299,231543.955223
"VUT",2010,3,16,0.981744,236299,231985.125456
"VUT",2010,3,16.5,0.982784,236299,232230.876416
"VUT",2010,3,17,0.984153,236299,232554.369747
"VUT",2010,3,17.5,0.985079,236299,232773.182621
"VUT",2010,3,18,0.986135,236299,233022.714365
"WSM",2008,3,0.5,0,183440,0
"WSM",2008,3,2,0.0117359,183440,2152.833496
"WSM",2008,3,2.5,0.038046,183440,6979.15824
